ts_code,chairman,manager,secretary,reg_capital,setup_date,province
000836.SZ,常洪海,常洪海,徐东,120845.5224,19970916,天津
301027.SZ,雷翔,莫海量,杨广强,14700.0,20120509,广西
301293.SZ,张阳,徐向英,胡卫卫,20598.6987,20031125,北京
001318.SZ,胡霄云,胡霄云,杨发兴,28266.0,20081230,江西
300617.SZ,陈晓凌,陈晓凌,贾云,16736.0156,20040520,江苏
301187.SZ,WEIDONG LU,WEIDONG LU,罗刚,25493.3525,20090925,江苏
300674.SZ,洪卫东,洪卫东,周帆,70405.706,20061019,北京
002181.SZ,李桂文,刘晓梅,吴倩,116105.8174,19921228,广东
002976.SZ,陈晓敏,陈晓敏,谭才年,12117.15,20120322,江苏
301488.SZ,罗小平,罗小平,李小娟,9200.0,20100113,广东
301581.SZ,程朝胜,张俊武,程家斌,8000.0,20120612,安徽
301516.SZ,吉学龙,吉学龙,闪文晓,28070.1755,19990824,广东
300926.SZ,伍亚林,伍亚林,周后高,43431.4446,20110329,江苏
300737.SZ,陈伟忠,方勇,李文东,110997.0006,19961010,广东
301396.SZ,欧阳华,林山驰,张铁舰,15351.7547,19970307,广东
300638.SZ,张天瑜,应凌鹏,陈仕江,90053.3742,19991111,广东
002825.SZ,游爱国,游爱国,游爱军,34153.5127,20051109,上海
300775.SZ,严建亚,虢迎光,杨伟杰,54753.935,20020805,陕西
301508.SZ,付志坚,刘中星,魏永斌,22608.52,20031128,北京
002510.SZ,任伟,任伟,孟宪坤,101513.8708,19961203,天津
301205.SZ,张健,张健,肖明,12974.4,20111028,湖北
002709.SZ,徐金富,徐金富,韩恒,191435.6799,20000606,广东
301518.SZ,顾仁发,陈凤秋,顾倩,14017.8204,20101026,江苏
300497.SZ,包建华,包建华,彭云,53864.8934,20020320,江西
002907.SZ,游洪涛,游洪涛,游雪丹,41759.6314,19961104,重庆
301007.SZ,潘异,何建平,孙百芸,15334.0,20011130,辽宁
300965.SZ,靳宇鹏,靳宇鹏,张娜,6000.0,20021014,北京
300999.SZ,郭孔丰,穆彦魁,洪美玲,542159.1536,20050617,上海
000333.SZ,方洪波,方洪波,高书,768396.1505,20000407,广东
301270.SZ,谢立群,谢立群,练源,10000.0,19930904,北京
002866.SZ,邹伟民,邹伟民,徐壮,28952.2256,20071105,江苏
301178.SZ,林明玲,马学沛,曹维,6685.28,19980707,广东
301618.SZ,卢开平,卢开平,幸勇,9021.586,20091104,广东
002427.SZ,郭麾,王国兴,霍献辉,98543.2777,20031030,浙江
003003.SZ,周孝伟,周孝伟,罗耀东,17679.83,20100128,广东
002365.SZ,陈勇,洪仁贵,熊盛捷,29468.25,20010618,湖北
002358.SZ,赵中亭,韩永亮,张校伟,92975.6977,20001030,河南
001255.SZ,陆云峰,尹正中,张颖,8128.4,20070307,浙江
301024.SZ,龚俊,龚俊,何亮,6358.5,20080624,上海
002003.SZ,蔡礼永,郑阳,黄志强,116888.9653,19880511,浙江
002023.SZ,邓珍容,谭建国,张晨,74086.0235,19921123,四川
002206.SZ,高王伟,高王伟,张竞,116220.722,20010521,浙江
002963.SZ,戴聪棋,戴聪棋,闻国平,15035.993,20000607,北京
002005.SZ,吉学斌,张波涛,郝守超,175242.4858,19960514,安徽
002006.SZ,孙国君,李爱军,黄伟明,51979.344,20000910,浙江
300205.SZ,陈建,陈建,夏威夷,43005.6,19990806,湖北
002946.SZ,席刚,朱川,郑世锋,86067.6919,20060705,四川
301185.SZ,任年峰,张立毅,马克,15341.76,20050225,山东
301269.SZ,刘伟平,杨晓东,宋矗林,54543.7608,20090526,北京
300873.SZ,梁晨,梁晨,陈帅,23060.1779,20110818,江苏
301135.SZ,汪军,汪军,孙妮娟,10195.2,19970204,广东
300602.SZ,马飞,相福亮,马蕾,58186.3431,19931110,广东
002520.SZ,吴捷,吴捷,祁兵,75024.5171,20001228,浙江
002043.SZ,丁鸿敏,陆利华,丁涛,82975.448,20011227,浙江
002004.SZ,张松山,张海安,胡菁菁,197991.9191,19920311,重庆
002024.SZ,任峻,任峻,黄巍,926476.7618,19960515,江苏
300760.SZ,李西廷,吴昊,李文楣,121244.1394,19990125,广东
000338.SZ,马常海,王德成,王丽,871358.1296,20021223,山东
301111.SZ,欧先涛,欧先涛,陈秀燕,16000.0,19810316,广东
301308.SZ,蔡华波,蔡华波,许刚翎,41914.5267,19990427,广东
300683.SZ,陈亚,陈亚,杨坤,13089.4391,19920408,湖北
300294.SZ,任辉,任辉,潘宇轩,50424.8738,19931106,江西
001227.SZ,许建平,刘敏,张少伟,569569.7168,19980810,甘肃
300195.SZ,李莉,李莉,王广龙,42370.7756,19950913,天津
300609.SZ,江泽星,郝为可,郭仙掌,12011.4387,20040714,上海
301056.SZ,李东流,李东流,王香杰,26678.6667,20071207,浙江
301155.SZ,许世俊,沙德权,于鸿镒,21739.1478,20090818,江苏
301039.SZ,李贵平,王柱江,王佳慧,187412.442,19960829,广东
002570.SZ,谢宏,谢宏,方路遥,108004.3333,19990427,浙江
002931.SZ,董剑刚,董剑刚,王思远,21850.5856,20030617,浙江
300747.SZ,陈正兵,陈星星,邓先琨,56480.2491,20070406,湖北
300349.SZ,杨斌,杨斌,李玲玲,41833.7213,20040728,浙江
002124.SZ,张邦辉,张邦辉,章湘云,222193.3832,19960925,浙江
001266.SZ,张化宏,张化宏,曾红英,10316.976,20051101,上海
002949.SZ,唐崇武,储倩,徐清平,19604.3864,19930809,广东
300605.SZ,魏晓曦,欧霖杰,陈凡,16458.3371,19951027,福建
301321.SZ,王照忠,王照忠,潘大圣,18643.5,20091202,安徽
300801.SZ,姚娅,姚娅,石卉,21843.0,20060314,山东
301082.SZ,张建华,张建华,金兴中,22630.9174,20040519,浙江
300627.SZ,赵延平,朴东国,孙梦婷,78521.1888,20030912,上海
002943.SZ,杨宇红,杨佳葳,周波评,20545.8161,19980611,湖南
003013.SZ,王迪军,雷振宇,许维,40832.6898,19930806,广东
300673.SZ,陈振标,陈振标,唐照波,24883.034,20021021,浙江
300896.SZ,简军,石毅峰,简勇,30259.2061,20040609,北京
300342.SZ,赵云文,赵云文,方程,42503.5113,20020802,江苏
002014.SZ,江蕾,潘健,唐永亮,61249.1866,19920521,安徽
002028.SZ,董增平,董增平,杨哲嵘,78108.6812,19931202,上海
300376.SZ,何佳,何佳,董志刚,232824.0476,20010621,广东
002015.SZ,朱钰峰,费智,杨而立,162332.4614,19920505,江苏
301037.SZ,杨文瑜,杨文瑜,李衍昊,13903.1686,20010824,上海
301598.SZ,李景列,段鲁男,张慧燕,5889.7223,20060515,北京
001230.SZ,于晓霞,王颖哲,杨晶晶,13422.6057,20020724,安徽
301265.SZ,张军,王建明,李洪伟,30297.3182,20061026,北京
001391.SZ,陈松,李军,赵婧,1220888.1225,20031114,北京
002016.SZ,李江生,李江生,蒋凛,80909.5632,20001228,广东
002029.SZ,周少雄,周少雄,袁伟艳,70502.3537,20010723,福建
300549.SZ,曾正雄,陈志伟,赵罗成,13334.0,19980915,江苏
300361.SZ,陈庆财,张建义,任为荣,21000.0,20030114,江苏
300883.SZ,徐龙平,徐龙平,尹雪峰,34600.0,20100402,安徽
300175.SZ,赵征,曹宇晨,李春丽,47080.0,20020326,山东
002030.SZ,韦典含,陈宏威,曾俊,140344.6032,19880817,广东
002017.SZ,楼水勇,陈宗潮,陈宗潮,58043.1909,19981020,广东
002018.SZ,李勇,孙为民,孙为民,227782.7422,19980213,安徽
300557.SZ,江山,江山,薛正国,12094.6746,20000829,湖北
301006.SZ,孙卫国,张炜,赵云侠,13928.0,20061214,江苏
002981.SZ,郭丽勤,郭丽勤,袁宏,13748.6115,20050330,广东
300503.SZ,汤秀清,雷群,肖泳林,30822.6785,20061214,广东
300202.SZ,崔凯,胡健胜,邹允,54950.4,20040309,辽宁
002019.SZ,程先锋,程先锋,冯德崎,121639.0085,20001110,浙江
002020.SZ,吕钢,吕钢,洪贇飞,86102.914,19990213,浙江
002021.SZ,李辉,李辉,郑学国,119547.7323,19940831,浙江
002039.SZ,杨焱,戴建炜,王博,42755.8126,19931012,贵州
000166.SZ,黄昊,黄昊,徐亮,2503994.456,19960916,新疆
002736.SZ,张纳沙,邓舸,廖锐锋,1024174.306,19940630,广东
300832.SZ,饶微,饶微,张蕾,78571.8785,19951215,广东
002042.SZ,孙伟挺,陈玲芬,张正,170068.1355,20001031,安徽
002322.SZ,周方洁,于雪,竺幽斐,37914.797,20001212,浙江
300885.SZ,周光荣,徐继平,佘小俊,24815.18,20010111,江苏
002939.SZ,王军,周钟山,周钟山,403442.6956,19960502,广东
002500.SZ,王怡里,王怡里,王怡里,358977.1547,19880728,山西
002797.SZ,青美平措,王芳,屈婳,420240.0,19980112,广东
002347.SZ,黄东保,黄东保,杨晓明,50470.2276,20011218,安徽
002048.SZ,周晓峰,孙岩,张远达,81383.3122,19880926,浙江
300940.SZ,潘连兴,姜发明,姜丽群,22264.4372,20090104,广东
003005.SZ,钱瑞,张爱军,王栩,23138.8691,19971017,北京
003001.SZ,武思宇,武思宇,牛朋飞,17666.5939,20081219,北京
300313.SZ,陈明艺,林财源,韩明辉,31297.7396,20030618,新疆
300778.SZ,张春杰,宋波,易红梅,20365.9642,19930322,广东
002031.SZ,吴友武,吴友武,吴晓冬,219939.567,20011230,广东
002049.SZ,陈杰,李天池,佟晓丹,84962.4032,20010917,河北
001979.SZ,朱文凯,聂黎明,余志良,906083.6177,19920219,广东
301156.SZ,洪伟,洪伟,张维娓,14078.4675,19971014,上海
300319.SZ,李承,张美蓉,居济民,87909.5862,20010314,广东
300151.SZ,李焕昌,李焕昌,刘力,53250.8827,20010411,广东
002050.SZ,张亚波,王大勇,胡凯程,420892.5935,19940910,浙江
002032.SZ,Thierry de La Tour d’Artaise,徐波,叶继德,80135.9733,19980717,浙江
002022.SZ,李明,李明,金红英,51434.8244,19811122,上海
002985.SZ,张天闯,张天闯,王习,33185.36,20030512,北京
300434.SZ,马益平,马益平,林强,40174.3872,20040715,四川
300498.SZ,温志芬,黎少松,蒋荣金,665392.7141,19930726,广东
301101.SZ,谢公晚,谢公兴,曾哲,20151.21,20020917,江苏
301162.SZ,雍正,雍正,赵楠,13258.3724,20080202,北京
002033.SZ,和献中,刘晓华,杨宁,54949.0711,20011018,云南
001313.SZ,郑石轩,郑石轩,冯明珍,70000.0,19940113,广东
301337.SZ,耿斌,向晖,于雷,10420.0,19981203,山东
301138.SZ,包贺林,温世旭,李敏怡,12000.0,20020513,广东
003017.SZ,陈阳贵,陈旭君,徐旭平,8400.0,19760101,浙江
002786.SZ,胡作寰,唐伟,张海歌,49561.2,20001027,广东
300687.SZ,张成康,张成康,柳子恒,40841.161,20050110,广东
002034.SZ,单超,宋平,林春娜,43398.4982,19980707,浙江
002025.SZ,李凌志,邹作涛,张旺,45542.5988,20011230,贵州
001965.SZ,杨旭东,杨旭东,聂易彬,679509.4992,19931218,天津
301528.SZ,蔡庆生,蔡庆生,王黎,6190.0,20080110,广东
301305.SZ,陈建湘,陈建湘,严武军,24122.8204,20010112,广东
002007.SZ,安康,范蓓,娄源成,182745.6666,19920330,河南
001239.SZ,沈培良,沈培良,冯侃,24000.0,20050704,湖南
001212.SZ,贺荣明,贺荣明,,18778.6956,20070327,广东
300916.SZ,欧阳正良,方芙蓉,兰美华,14464.4007,20030829,广东
300711.SZ,孙业全,王勇,孙业全,24917.0606,19950408,广东
002008.SZ,高云峰,高云峰,杜永刚,102960.3408,19990304,广东
002869.SZ,罗瑞发,罗瑞发,张晓城,17955.6341,20040520,广东
002009.SZ,黄斌,黄斌,张宇星,40223.3207,19971118,江苏
301538.SZ,杨凤凯,杨凤凯,刘亚琴,7840.0,20040908,广东
300992.SZ,陈宜文,陈宜文,薛康,9533.7602,19930521,浙江
001289.SZ,宫宇飞,王利强,丁鶄,835981.6164,19930127,北京
300774.SZ,权秋红,张建飞,张腾,40876.366,20041012,北京
002010.SZ,周家海,周升学,朱江英,278797.0508,20010706,浙江
301502.SZ,许云初,许鸣飞,吴文静,5708.35,20010621,江苏
002109.SZ,韩磊,薛宏伟,贾三宝,127626.9851,19970829,陕西
301011.SZ,苏本立,苏本立,华舜阳,15392.9959,20100820,广东
002011.SZ,方祥建,李建军,吴青青,106543.6182,20011219,浙江
001308.SZ,凌斌,李宇彬,孙建华,70337.4827,19950928,广东
002903.SZ,许世雄,许燕鸣,易欣,15580.5,20040804,湖南
300715.SZ,钱林弟,李忠人,陈杰,37805.543,20110713,江苏
002888.SZ,HONGBO YAO,JUNJIE MICHAEL YAO,况飞帆,14764.3412,19970624,广东
301399.SZ,方真健,方真健,裘尔侃,18502.0,20041117,浙江
002909.SZ,邹珍凡,邹珍凡,吴珈宜,39000.0,20060810,广东
001207.SZ,吴晓林,吴晓林,高新胜,21652.696,20010423,山东
301207.SZ,安康,安文珏,路珂,60102.75,20051109,河南
301632.SZ,陈少祥,杨仕超,杨鸿海,41856.0,20131225,广东
002139.SZ,武永强,武永强,文朝晖,124683.4988,19960209,广东
002035.SZ,潘叶江,潘叶江,潘楚欣,84765.3618,19920408,广东
301317.SZ,钟仁志,钟佳妤,金丹君,15719.0,20061231,浙江
301248.SZ,孙鹏,龙飞,赵捷,15370.5,20081225,广东
301060.SZ,曾伟雄,曾伟雄,高文俊,40051.7,20071224,上海
002448.SZ,薛亚辉,薛亚辉,李培,58840.9646,19961229,河南
002343.SZ,周敏,周敏,翁志超,47494.9686,19980828,江西
002300.SZ,李云孝,李文亮,江永涛,72233.37,19940711,福建
002012.SZ,刘溪,刘溪,杨照宇,46762.547,19980123,浙江
002036.SZ,曾吉勇,曾吉勇,卢国清,105537.1685,19980422,江西
002027.SZ,江南春,江南春,孔微微,1444219.9726,19970826,上海
002013.SZ,张耀军,张耀军,夏保琪,386225.4784,20001205,北京
300802.SZ,杨勇,杨勇,刘阳,28929.5555,20071107,上海
002084.SZ,陈巍,王瑞泉,王芳,64605.604,19980108,广东
002081.SZ,张新宏,翟恒,朱雯雯,265532.3689,19930106,江苏
300970.SZ,余养朝,余养朝,钱韬,12260.91,20100608,江苏
300823.SZ,陈振东,陈振东,林琳,13098.2727,20020515,天津
300119.SZ,李守军,徐雷,谢刚,46475.4706,20010802,天津
300542.SZ,康路,张燕生,魏峰,29855.9899,19980124,北京
001278.SZ,王建华,王建华,姜泽,12373.34,20060803,浙江
300560.SZ,陈融洁,朱小梅,许海峰,22974.3622,20011107,福建
002999.SZ,姚伟英,姚伟英,刘勇峰,34759.2,20090326,广东
002309.SZ,许加纳,郑晓洁,廖嘉琦,300766.5385,19880905,江苏
300106.SZ,刘羽,刘羽,,21133.231,20030618,新疆
300279.SZ,冯红涛,徐宏斌,白林,48909.949,19980814,江苏
002455.SZ,郑铁江,蒋国强,陈慧敏,59425.6563,20020701,江苏
001390.SZ,谢玉成,谢玉成,谢伟,20000.0,20011015,安徽
001213.SZ,于永利,顾光明,刘英伟,444444.4444,20031104,北京
002523.SZ,龙九文,郑正国,张薇薇,141664.08,19991126,湖南
300018.SZ,尹健,卢春明,黄伟兵,48533.5536,20011116,湖北
300323.SZ,张兆洪,张兆洪,张超,162299.8797,20051108,湖北
002643.SZ,霍中和,王忠立,于书敏,92295.9225,19950705,山东
002783.SZ,罗时华,邵峰,孙洁,49935.7647,19940630,湖北
002149.SZ,杨延安,康彦,顾亮,48821.4274,20001228,陕西
301131.SZ,郝源增,郝建鑫,吴若思,4779.4067,19980121,广东
300653.SZ,郭焕祥,宋侃,赵丽,18000.0,20031022,山东
300273.SZ,刘映,刘映,,78983.0936,19960401,广东
300190.SZ,李月中,李遥,杨刚,81080.8068,20030212,江苏
300088.SZ,高前文,郑建军,陈伟达,249773.3579,20060119,安徽
300023.SZ,郭凌峰,郭凌峰,石敏,31610.6775,20010412,陕西
000996.SZ,姜新,姜新,田宏莉,34500.0,19940828,北京
002296.SZ,李海鹰,谢春生,杜旭升,38958.042,20011115,河南
002917.SZ,明刚,明刚,周一玲,34761.4197,19940119,广东
002053.SZ,周满富,杨建军,秦媛,92072.9464,20020725,云南
300006.SZ,梁建生,邱戎钊,崔丹,105591.1205,19990906,重庆
300142.SZ,李云春,姚伟,李云春,159934.8541,20010116,云南
002324.SZ,周文,周文,蔡青,111233.6248,19991028,上海
002568.SZ,刘晓东,刘晓东,王晨,104854.8555,19970619,上海
002506.SZ,朱钰峰,蒋卫朋,马君健,585031.6427,20030626,上海
300226.SZ,朱军红,高波,李勇胜,31872.1422,20000430,上海
300008.SZ,占金锋,占金锋,董文婕,172802.9133,20011029,上海
002104.SZ,钱京,钱京,王坚,70833.5154,19960924,江苏
002727.SZ,阮鸿献,阮鸿献,李正红,58560.4125,20001108,云南
002839.SZ,孙伟,吴开,戚飞燕,244434.4974,20011127,江苏
002756.SZ,高兴江,高兴江,沈毅,53910.154,20000719,浙江
002703.SZ,张世权,张宝义,刘晓平,82263.2384,19930602,浙江
300820.SZ,王军,周英怀,刘世伟,22161.8988,19960116,四川
002527.SZ,刘长文,刘长文,刘菁,66306.1291,19950310,上海
300547.SZ,文琦超,蒋青春,周贤华,21690.6174,20020621,四川
002351.SZ,张文东,张文东,李晓东,88910.7,20010116,广东
300199.SZ,曾少贵,曾少贵,李娉娉,88324.1336,20030402,广东
301469.SZ,潘昌,姜文龙,郑洲娟,8948.0,20020522,浙江
300303.SZ,邢美正,邢美正,于芳,141560.5527,20050915,广东
002108.SZ,于增胜,于增胜,李繁联,164859.8206,19950102,河北
002054.SZ,黄冠雄,黄尚东,朱闽翀,48211.5452,20020621,广东
301225.SZ,周书忠,周书忠,阮江平,10338.0,20051018,浙江
002687.SZ,池也,白光宇,吴匡笔,50477.9491,20010731,浙江
002686.SZ,吴晓明,江澜,蒋鹤翔,56623.9133,19950703,浙江
002406.SZ,刘延生,刘娅雪,刘硕,73022.5082,20040616,河南
301525.SZ,雷淮刚,雷淮刚,厉昊超,9431.1768,20030721,上海
300039.SZ,穆竟伟,周迎宾,任立旺,104600.0,20000412,上海
002809.SZ,刘连军,刘连军,唐苑昆,21161.1257,20050331,广东
300819.SZ,仲鸿天,仲鸿天,黄亚辉,14920.5,20000526,江苏
300318.SZ,沈治卫,沈治卫,董海锋,81690.0495,20010712,北京
002141.SZ,韩桃子,丁晨,梁丹妮,103293.5798,20021010,广东
002718.SZ,时沈祥,胡江,吴伟江,13144.7829,20071223,浙江
002381.SZ,沈耿亮,沈会民,张梁铨,41157.7638,20011113,浙江
002588.SZ,高进华,高进华,胡照顺,115189.198,19980715,山东
002366.SZ,陈伟,,刘宝江,208093.764,19971118,四川
300072.SZ,孟强,孟强,张蕊,234972.0302,19970603,北京
300070.SZ,黄江龙,陈春生,张兴,362420.9363,20010717,北京
002668.SZ,彭攀,王浩,温晓瑞,108411.1428,20021101,广东
002055.SZ,邱扬,刘标,贺莲花,60449.0017,19920410,广东
002479.SZ,万娇,周宇峰,胡斌,86500.0,20031215,浙江
002418.SZ,王亚骏,王亚骏,胡明珠,113640.0,20021126,浙江
002799.SZ,思奇甬,石宗礼,吴潇,32004.0,20010628,陕西
300103.SZ,王妍,王妍,韦尔奇,31760.1,20020516,陕西
300388.SZ,彭云清,程群,罗锦辉,68104.2231,19970225,安徽
300015.SZ,陈邦,李力,吴士君,932539.667,20030124,湖南
002530.SZ,朱文明,朱文明,杨墨,77919.8175,19880730,江苏
002507.SZ,高翔,高翔,韦永生,115391.9028,19880430,重庆
002375.SZ,张小明,张小明,戴轶钧,133999.6498,19950707,浙江
002111.SZ,李文轩,李文轩,罗丰,53200.8275,19960919,山东
002107.SZ,赵丙贤,李盛廷,张戈,57720.96,20020209,山东
002087.SZ,郑军辉,梅医托,罗展,81679.4335,19961220,河南
300033.SZ,易峥,易峥,朱志峰,53760.0,20010824,浙江
300074.SZ,蒋孟衡,蒋孟衡,拜璐璐,54736.62,20030922,上海
002069.SZ,刘德伟,路珂,阎忠吉,71111.2194,19920921,辽宁
002082.SZ,赵守明,赵守明,柳建朋,61168.9055,19990331,浙江
002092.SZ,黄小虎,许鹏飞,薛芬,259001.9517,20011218,新疆
002403.SZ,陈合林,陈合林,朱宇琛,34063.8579,19930513,浙江
002637.SZ,邹欢金,邹欢金,徐强,47040.1,20000919,浙江
300022.SZ,汪辉君,李勇,杨元兴,49424.038,19941208,四川
002749.SZ,何颉,何颉,颜铭,46635.855,19851230,四川
002863.SZ,葛炳灶,张建权,葛茜芸,59948.3554,20050201,浙江
301173.SZ,吴军,吴朝晖,吴宏洋,8783.4772,20041203,上海
002089.SZ,张华,张志立,刘振,137466.9616,19970101,江苏
002057.SZ,毛海波,吴刚,章超,75388.3706,20020327,安徽
002077.SZ,安明亮,李维波,吴国伟,58034.8513,20000420,江苏
002079.SZ,吴炆皜,滕有西,李莎,81043.2616,19901112,江苏
300020.SZ,韩振兴,韩振兴,韩振兴,79467.7974,19921113,浙江
300164.SZ,姚志中,姚志中,张旭,58845.8629,19950615,陕西
002078.SZ,李娜,刘泽华,庞传顺,279453.5119,20000426,山东
300016.SZ,王旭,王旭,邵泽慧,56287.3163,19920905,北京
002058.SZ,陈衡,殷骏,殷骏,14344.8332,19921024,上海
002806.SZ,谭帼英,林程,何嘉雯,21247.9189,19950830,广东
002857.SZ,胡坤,胡坤,孟祥雪,13063.4,19960716,河南
002669.SZ,王建祥,姚其胜,沈一涛,30340.0,19880714,上海
300272.SZ,瞿建国,瞿亚明,徐延茂,61146.9472,20010227,上海
301628.SZ,祝小华,宋振武,周剑青,7537.58,20040531,广东
301313.SZ,伍穗颖,伍穗颖,段一龙,10345.34,20020924,广东
002059.SZ,程旭哲,李涛,郭金,101243.4813,20001229,云南
002091.SZ,张子燕,陈晓东,张健,162763.9679,19980507,江苏
002094.SZ,陈索斌,唐风杰,杜心强,69089.7549,19970303,山东
300271.SZ,郭颖,郭颖,韦光宇,81186.0673,20010618,北京
300168.SZ,姜锋,姜锋,杨玲,144062.8576,19951109,上海
300693.SZ,方兴,方兴,胡天舜,31279.5823,20070928,广东
301368.SZ,王友利,王友利,于玲娟,12010.0,19950423,浙江
301046.SZ,罗传奎,温鹏飞,罗联明,15229.5914,20090224,上海
002065.SZ,薛向东,吕波,林文平,320548.2375,20010120,北京
002153.SZ,李仲初,李仲初,罗芳,272919.3841,19980206,北京
002063.SZ,石瑞杰,秦秀芬,袁绣华,191006.5551,19981229,广东
300051.SZ,黄明良,杨苹,吴艳兰,37213.669,20040401,江苏
300102.SZ,李敏华,何剑,刘文辉,92033.3863,20060221,福建
002562.SZ,钱志达,李健平,钱柳华,114282.1917,20010319,浙江
301529.SZ,陆文波,鲍志峰,潘玉惠,8483.721,20061020,安徽
301218.SZ,俞永方,叶建标,叶海珍,11404.0,19980602,浙江
300728.SZ,陈美城,陈美城,赵独妍,9000.0,20080324,江苏
300833.SZ,蒋伟楷,蒋伟楷,劳杰伟,12649.05,20050317,广东
002095.SZ,孙德良,孙德良,范悦龙,25272.0,20000807,浙江
002052.SZ,张纯银,由鑫堂,刘道榆,75243.9694,19940203,广东
002090.SZ,贺安鹰,郭伟,李剑,40057.7071,19951110,江苏
002567.SZ,陶业,陶业,孙双胜,143305.1393,19920911,湖南
002432.SZ,刘毅,刘毅,邬彤,46491.434,19950822,天津
300407.SZ,孔祥洲,王传启,苏光辉,31820.0493,20000125,天津
301273.SZ,陈万东,陈万东,王汉泽,7164.1792,20101026,上海
002595.SZ,单既强,曹爱军,李静,80000.0,19950331,山东
300185.SZ,刁菡玉,刘伟,杨晓玥,389700.4888,20020525,山东
002470.SZ,万鹏,万鹏,杨功庆,328602.7742,19980826,山东
002573.SZ,陈竹,李其林,秦坤,141526.7079,20010903,北京
300344.SZ,郭林生,郭林生,周扬,64170.6416,19990825,安徽
300135.SZ,刘俊,郑毅,罗再强,92160.0,20021107,江苏
002478.SZ,韩巧林,韩巧林,刘志峰,90080.4228,19890731,江苏
002733.SZ,唐涛,唐涛,刘刚,38421.4913,19941103,广东
002482.SZ,严静,严静,郭文宁,375096.2363,19950714,广东
002613.SZ,高学明,高理,王鑫,110056.8692,19950518,河南
300189.SZ,曹欧劼,曹欧劼,曹欧劼,102400.0,20001229,海南
300073.SZ,陈彦彬,关志波,李洪发,54429.3668,19980603,北京
300513.SZ,钱苏晋,钱苏晋,黄子健,31369.1155,20000627,北京
300157.SZ,王莉斐,王莉斐,王艳秋,75393.7707,20050329,北京
300339.SZ,周红卫,周红卫,桑传刚,79641.0841,20060629,江苏
002313.SZ,肖建波,原舒,黄云鹏,37440.0,20031114,广东
300035.SZ,余新,皮涛,张斌,68542.6671,20040406,湖南
001218.SZ,刘茂林,刘茂林,钟诚,13017.826,19810619,湖南
002549.SZ,祝恩福,张伟,王虹,69534.7901,19910611,湖南
001216.SZ,许君奇,丁学文,彭龙,25186.67,19940801,湖南
300075.SZ,王东,王东,邱鲁闽,62113.0158,20011106,北京
300324.SZ,陈为群,陈为群,蔡厚富,172759.0595,19971128,北京
002576.SZ,姜煜峰,言骅,卢应伶,16510.0,19880624,江苏
002519.SZ,吴建明,吴建明,徐鸽,112643.0898,20000615,江苏
002513.SZ,李质磊,李质磊,唐海军,35556.3978,19901011,江苏
002660.SZ,傅亮,袁红波,宋成展,35662.6019,20060327,广东
002421.SZ,刘磅,苏俊锋,管小芬,212058.1639,19950317,广东
002316.SZ,王永彬,王永彬,王思邈,39312.0,19990304,吉林
300267.SZ,孙庆荣,孙庆荣,顾吉顺,206260.487,20031022,湖南
300187.SZ,王峰,王峰,蒲臻,64562.2165,20040119,湖南
300730.SZ,费耀平,李杰,张园美,24113.8947,19980113,湖南
300212.SZ,肖益,肖益,满孝国,71989.2422,20010430,北京
300682.SZ,郑新标,郑新标,王慎勇,108024.7336,20030507,江苏
002409.SZ,沈琦,沈琦,覃红健,47592.7678,19971029,江苏
002778.SZ,程国鹏,单秀华,邱洪涛,12475.33,19920411,江苏
300095.SZ,聂景华,熊涛,胡仁绸,42009.0164,20010118,江西
002591.SZ,朱星河,胡恩雪,唐明荣,30019.9484,19940901,江西
002384.SZ,袁永刚,袁永峰,冒小燕,183160.7532,19981028,江苏
300390.SZ,陆建平,刘德广,王珣,83075.0788,19971113,江苏
002452.SZ,马晓,马晓,林林,62033.2085,19980423,湖南
300566.SZ,张彦,张彦,姜琳,26374.155,20070309,浙江
002698.SZ,邓喜军,邓喜军,陈博,102256.1271,19970912,黑龙江
002385.SZ,邵根伙,谈松林,尹伟,430007.8565,19941018,北京
002695.SZ,褚浚,褚浚,曾细华,55958.5801,19990401,江西
002460.SZ,李良彬,王晓申,任宇尘,205719.3379,20000302,江西
002610.SZ,邹承慧,邹承慧,邹承慧,447953.2523,20060309,浙江
002808.SZ,刘荣,陈志,张冬云,26880.0,20020327,江苏
300382.SZ,安旭,安旭,吴晓燕,64839.9994,20040106,江苏
300192.SZ,吴敏,吴敏,张峰,32914.3329,20030114,江苏
002315.SZ,沈锦华,沈锦华,迟梦洁,31723.5869,19960109,江苏
002422.SZ,刘革新,刘思川,冯昊,159805.3372,20020529,四川
002499.SZ,黎东,张曼奚,,18900.0,19990416,江苏
002601.SZ,和奔流,吴彭森,王旭东,238629.3256,19980820,河南
002321.SZ,许水均,许水均,何志峰,213289.0071,20020130,河南
002426.SZ,徐洋,徐洋,程晔,340262.5916,20031205,江苏
300331.SZ,朱志坚,朱志坚,朱志坚,25966.2286,20011025,江苏
002336.SZ,侯延奎,邹军平,蔡慧明,44000.0,19960401,广东
300887.SZ,张英杰,张英杰,李小冬,54573.7213,20020610,北京
002680.SZ,卢鸿权,卢鸿权,桂巍,97369.0378,19951013,江苏
002642.SZ,张旭光,张旭光,邓前,66158.0313,20010312,北京
001210.SZ,杨建勋,杨建勋,付英,15681.2676,19921108,北京
300007.SZ,任红军,李志刚,肖锋,32744.5619,19980911,河南
