ts_code,chairman,manager,secretary,reg_capital,setup_date,province
301275.SZ,侯世国,侯世国,林长华,42240.0,20120914,浙江
300172.SZ,王政福,朱来松,张维,67671.0,20010118,江苏
300525.SZ,陈航,刘少华,林晓辉,75845.3478,20010905,福建
300506.SZ,程宗玉,程宗玉,李海荣,69559.6569,20010508,广东
301086.SZ,张定武,张定概,张思明,9000.0,20080213,广东
002765.SZ,朱俊翰,朱俊翰,牟岚,65212.809,19960508,重庆
300471.SZ,王季文,宋福才,胡莞苓,47015.8731,20050107,四川
300450.SZ,王燕清,王燕清,姚遥,156616.3034,20020430,江苏
300478.SZ,林融升,汪培镇,项帅,12667.3,20041126,浙江
001379.SZ,杜以常,杜以常,孙艳,20000.0,20151223,山东
300480.SZ,赵彤宇,胡延艳,赵彤宇,35282.9602,19940122,河南
300917.SZ,陈宝杰,崔平,任俊霏,16900.0,19930531,广东
300530.SZ,谭爱平,,周华佗,17195.1354,20021212,湖南
002916.SZ,杨之诚,杨智勤,张丽君,66674.0795,19840703,广东
002761.SZ,陶关锋,叶锦锋,陈智涛,108178.8148,20061221,浙江
301636.SZ,陈泽鹏,张卫,王亮,6386.7823,20170316,江苏
300393.SZ,张承宇,林建伟,李娜,108962.7358,20080307,江苏
300184.SZ,赵马克,赵马克,王晓东,115401.1922,20010809,湖北
300335.SZ,常远征,常远征,余咏芳,47701.2388,19960716,广东
301017.SZ,秦光霞,秦光霞,李强,40535.2832,19990121,山东
002725.SZ,林仙明,林斌,陈圳均,25600.0,19980521,浙江
301228.SZ,杨进,杨进,叶琰,12000.0,20080130,上海
002632.SZ,胡智彪,胡智彪,钱婷婷,62459.909,20071122,浙江
300618.SZ,梁杰,张爱青,陶凯,30969.7091,19970512,江苏
300411.SZ,王淼根,陈根荣,王淼根,40652.0007,20051228,浙江
300975.SZ,沙宏志,沙宏志,蔡立君,68700.5604,19990831,江苏
300570.SZ,张致民,张艺明,蔡波,22712.6867,20001212,广东
300824.SZ,GEORGE MOHAN ZHANG,GEORGE MOHAN ZHANG,牛文娇,32634.1682,20030509,广东
300779.SZ,林瀚,林瀚,茹凡,19713.4916,20060227,山东
301390.SZ,叶肖华,张伟,徐建珍,6000.0,20030306,浙江
300987.SZ,杨杪,黄薇,谢佳,17336.8,20091223,四川
300177.SZ,廖定海,廖建平,黄宏矩,74416.9066,20060621,广东
002793.SZ,刘振腾,刘振腾,姜英,108758.8486,19980511,山东
002731.SZ,陈思伟,杨春晖,郭裕春,25615.6,19850105,辽宁
001378.SZ,罗维满,罗维满,何嘉豪,13333.36,19990121,广东
002627.SZ,王精复,李根,胡军红,72460.1378,19980810,湖北
301267.SZ,苏庆灿,苏庆灿,曹乃恩,84000.0,20040812,福建
300457.SZ,何爱彬,何爱彬,杨仝焕,64909.5713,20060626,广东
002546.SZ,胡敏,刘文娟,彭辉,83404.9096,20030925,江苏
002356.SZ,许明,许明,田希,131125.4521,19941102,广东
300079.SZ,王万春,王万春,姚志坚,142602.8062,20000314,北京
300592.SZ,胡范金,胡范金,王安祺,40436.1469,20090223,湖南
300369.SZ,胡忠华,胡忠华,葛婧瑜,81062.1887,20000425,北京
300718.SZ,褚晨剑,褚晨剑,何寅,29877.903,19950614,浙江
300918.SZ,赵亮,赵亮,赵厚杰,50613.4427,20070429,山东
300280.SZ,宋庆,李琳,宋庆,16206.5744,20020321,福建
300766.SZ,方毅,方毅,王冠鹏,39474.9757,20101207,浙江
301358.SZ,谭新乔,赵怀球,汪咏梅,76080.2721,20160623,湖南
300860.SZ,沙晓岚,沙晓岚,李勇,19093.1343,20020730,北京
301565.SZ,杨清金,颜艺林,马彬惠,40001.0,20181119,福建
002791.SZ,白宝鲲,白宝鲲,殷建忠,35388.5013,20030626,广东
301665.SZ,田晓宏,田晓宏,亓轶群,45000.0,20040429,江苏
002690.SZ,田明,沈海斌,程晓宏,88223.505,20000303,安徽
300645.SZ,陈艺戎,陈根清,周军辉,14210.6335,20000313,浙江
002730.SZ,石晓霞,石向才,杨涛,36207.988,19980902,浙江
003022.SZ,郑月明,郑月明,蔡文权,133556.8,20090521,山东
300947.SZ,贾波,陈红,刘思邈,15113.7696,20110413,上海
300717.SZ,李振斌,李振斌,束珺,10277.5,20000606,江苏
002658.SZ,敖小强,缑冬青,葛毅捷,63576.0924,20010924,北京
301102.SZ,苏壮强,冯中华,杨丽晶,40600.0,20070930,天津
300531.SZ,GUO SONG,GUO SONG,刘镇,32107.8965,20060126,广东
001201.SZ,袁建康,袁建康,曾东强,25778.4001,20020327,广东
300249.SZ,张菀,孙晶晶,叶静,44048.7994,20020912,四川
301080.SZ,陈宜顶,陈宜顶,林涛,16784.8198,20100722,北京
001380.SZ,金雷,金雷,姚芦玲,27085.4208,20050530,浙江
002796.SZ,王娟,韩惠明,康云华,25242.6948,19900420,江苏
300670.SZ,陈杰,陈杰,任长根,31692.0479,20111221,江苏
301251.SZ,邓艳群,陈星,贾晓燕,13462.176,20170407,江西
002694.SZ,苏孝忠,戴浩,陈静,76308.48,19991018,湖北
300489.SZ,朱世彬,朱世彬,孟凡宁,13767.2835,20060719,浙江
301130.SZ,张俊,张俊,张银姬,7649.4685,19900321,吉林
002774.SZ,罗爱文,罗爱明,王婉,33668.79,19980916,广东
300937.SZ,陈顺军,陈顺军,王明怡,9566.6682,20070428,四川
301533.SZ,严华,严华,王帅,9830.67,20090512,重庆
301113.SZ,叶跃庭,叶金攀,潘红星,9100.0,20050609,浙江
002766.SZ,盛家方,盛家方,蔡新辉,86337.3624,19971017,广东
300720.SZ,邓永议,邓永议,林锦荣,19487.7256,20040826,广东
300470.SZ,彭玮,陈虹,沈小华,20796.1737,19930929,四川
301662.SZ,罗才华,罗才华,何小明,8000.0,20080814,广东
002528.SZ,刘肇怀,章伟,华元柳,119867.5082,20001018,广东
301115.SZ,周剑峰,周剑峰,吴海军,18352.485,20030319,江苏
301325.SZ,唐雪姣,彭建林,彭亚林,14389.266,20141201,广东
300928.SZ,何攀,何攀,易珊,8000.0,20130125,北京
301419.SZ,张耀华,薛伟,周丽,12000.0,20040601,上海
002842.SZ,陈启丰,陈伟东,杨逢,32717.2422,19970417,广东
300988.SZ,孙兴文,赵红,张小丽,14029.7357,20040609,天津
001300.SZ,朱希龙,文珂,朱希龙,24377.5914,20040618,山东
301486.SZ,陈潮先,陈潮先,陈丽玉,12868.0995,20091208,广东
001358.SZ,叶汀,沈华伟,鲁国富,12320.0,20020627,浙江
301557.SZ,刘文叶,刘文叶,唐娜,4430.7871,20061219,江苏
301511.SZ,马科,罗佳,吴丹妮,63032.2,19850914,江西
300439.SZ,邹炳德,邹继华,熊慧萍,38431.8815,20030722,浙江
002699.SZ,袁贤苗,袁贤苗,袁贤苗,90957.2725,20020603,浙江
301268.SZ,陶诚,陶诚,杨德诚,40039.6854,20040727,广东
300780.SZ,雷永志,雷永志,谢龙德,14667.0,20031010,四川
002578.SZ,江宇,黄长远,杜长青,93863.0183,19970915,福建
301132.SZ,洪俊城,洪俊城,耿久艳,14808.6249,20080409,江西
300903.SZ,郑晓蓉,胡永栓,郑海涛,41469.4422,20011102,广东
002768.SZ,王爱国,王爱国,于雨,27125.0,20001222,山东
300214.SZ,刘大伟,刘大伟,曹鸣,46490.2614,20031226,山东
301613.SZ,何峰,何峰,周子彦,14384.1247,20151218,重庆
002968.SZ,李茂顺,刘文波,杨谭,22627.7783,19981210,重庆
301050.SZ,桂峻,桂峻,刘凤娟,24721.2171,20070911,四川
300595.SZ,陶悦群,陶悦群,施贤梅,89528.9123,20001026,安徽
002890.SZ,柳秋杰,柳秋杰,辛晨萌,16987.516,19990120,山东
002823.SZ,张浩宇,张浩宇,秦蓉,32836.8949,20090505,广东
300533.SZ,刘和国,刘和国,梅薇红,23446.197,20080121,广东
300981.SZ,桑树军,杨浩,张琳波,42886.4959,20101222,河北
002792.SZ,吴中林,时桂清,黄华,52493.3405,19961216,广东
301107.SZ,胡云平,李韵,李韵,10241.812,20030529,重庆
002892.SZ,聂鹏举,聂鹏举,宋子凡,74375.096,20100908,湖南
002342.SZ,杨建国,杨超,张云,96000.0,20041207,河北
001202.SZ,雷琦,雷琦,裴爽,16669.111,20111110,广东
300899.SZ,葛文越,葛文越,毛翔祖,6378.3466,20110725,上海
002832.SZ,谢秉政,谢邕,陈阳,57070.7084,20030102,广东
002822.SZ,庄绪初,庄绪初,庄粱,96107.8193,19940429,广东
002739.SZ,陈曦,陈曦,王会武,211177.8708,20050120,北京
300699.SZ,卢钊钧,王文义,王颖超,83135.2,19920205,山东
301087.SZ,张敏,张敏,薛小桥,20889.7,20091119,湖南
002525.SZ,姚胜,姚胜,余凤庭,6800.0,20031023,湖南
002647.SZ,卢奇茂,卢奇茂,杨凯,113029.1657,19980724,广东
300964.SZ,董晓俊,江培来,孔和兵,7729.8284,20060823,江苏
300511.SZ,杨勇萍,龙鹏,顾永康,64084.7016,19971208,上海
301439.SZ,迟少林,刘雄兵,任德超,38910.1809,19971127,山东
001225.SZ,童建恩,刘雪峰,方青,6586.68,19950623,浙江
300594.SZ,李敬茂,李敬恩,李敬茂,9187.345,20000407,山东
300878.SZ,刘洋,刘洋,刘洋,14479.0322,20000331,浙江
301096.SZ,楼金芳,楼金芳,程丹丹,10922.8284,20110628,浙江
300589.SZ,席方远,晏志清,席方远,37766.7996,20030121,广东
300528.SZ,任桐,张烨镝,李华,37260.8054,20051118,江苏
301359.SZ,仇文奎,仇旻罡,周爱妹,12017.6,19950825,浙江
300510.SZ,邬劲松,张荣纪,吴帅,82469.07,20061019,吉林
002402.SZ,刘建伟,刘建伟,罗珊珊,92469.4285,20000112,广东
300748.SZ,蔡报贵,蔡报贵,赖训珑,137558.9297,20080819,江西
300171.SZ,郑效东,郑效东,王艳,76582.804,19931225,上海
300951.SZ,徐思通,史新文,王琳,16940.0597,20160826,广东
301535.SZ,姜肖斐,唐朋,陈锡颖,42529.4118,20020116,浙江
301295.SZ,黄晓湖,虞彭鑫,章理远,10080.0,20070206,浙江
300209.SZ,张文,张文,夏亦才,92863.6126,20000525,湖南
001286.SZ,王栋,王琛,徐子睿,375000.0,20030903,陕西
002454.SZ,陈焕雄,纪安康,陈睿,62858.16,20020604,上海
300115.SZ,陈奇星,陈小硕,胡宇龙,136088.595,20010717,广东
300404.SZ,王廷春,王廷春,韦芳群,38572.1698,20020929,广东
002611.SZ,唐灼林,邱业致,冯佳,121728.634,19961209,广东
002623.SZ,林金锡,林金锡,刘芹,19906.25,20060911,江苏
001222.SZ,庄明允,庄明允,张璇,19089.0,20040927,浙江
300901.SZ,倪秀华,倪秀华,潘威敏,24000.0,20111021,浙江
300798.SZ,赵卫国,赵卫国,肖卫兵,46885.315,19990120,江苏
300611.SZ,章碧鸿,章竹军,梁钰琪,21107.468,20020516,浙江
301032.SZ,白洪法,朱观岚,石荣,24113.34,20070615,浙江
002583.SZ,陈清州,蒋叶林,周炎,181861.9381,19930511,广东
001317.SZ,任敏,孙杨,杨雨阔,8556.5798,20050906,重庆
300394.SZ,邹支农,欧洋,陈凯荣,77741.5891,20050720,江苏
300813.SZ,叶大林,叶大林,叶星月,12119.9219,20020108,浙江
002560.SZ,马红菊,曲洪普,刘志坚,52573.857,20020326,河南
301602.SZ,李德来,李德来,刘洪卫,42832.9638,19821115,广东
001333.SZ,孙杰风,姚春海,张宇敏,12800.0,20141011,浙江
301507.SZ,张海军,张海军,陈稳竹,35655.433,20091214,浙江
300207.SZ,王威,王威,曾玓,184746.2446,19971209,广东
301223.SZ,黄焕然,黄焕然,陈彬海,19312.756,19900425,广东
301287.SZ,衡墩建,王忠,姚培源,6667.0,19980515,江苏
301282.SZ,李继林,李继林,陈龙,15113.9968,20061019,广东
301255.SZ,项献忠,项纯坚,陈旭明,15232.0,20081104,浙江
301252.SZ,张良灿,张天泓,梁路芳,16820.0,20010109,浙江
301216.SZ,沈志刚,肖海军,高强,57324.885,20080331,浙江
301520.SZ,陶春蕾,陶春蕾,陶春蕾,6666.6667,20060301,安徽
002959.SZ,李一峰,李一峰,宋钦,15728.8003,20060316,广东
301316.SZ,余浩,余浩,岳阳,40400.0,20090330,浙江
300435.SZ,章有虎,章有虎,周娟萍,38571.3,20060118,浙江
001336.SZ,陈步东,陈步东,陈朝霞,8037.35,20050601,浙江
301183.SZ,高登华,谢云,李广华,8000.0,20090724,湖北
002420.SZ,宁红涛,余求玉,叶昌焱,41129.0,19970912,广东
300827.SZ,吴强,杨春明,陈运萍,50421.6996,20120330,江苏
300842.SZ,史卫利,史卫利,彭民,14176.2418,20100715,江苏
002719.SZ,李勇,李刚,姚雪,17413.9457,20021230,新疆
301633.SZ,向爱国,李小松,周逸君,5568.0,20150928,湖北
002913.SZ,程涌,贺梓修,尹云云,31736.0504,20080521,湖南
002412.SZ,刘正清,刘正清,戴江洪,50320.0,19980121,湖南
300707.SZ,张锡亮,张锡亮,张一峰,17654.092,20080402,江苏
003010.SZ,王玉,王玉,罗志青,31105.9476,20110510,广东
002577.SZ,曾浩,曾浩,谢海波,28175.68,20020805,广东
300582.SZ,Guichao Hua,黄美兰,贾佩贤,29853.6488,20070905,浙江
002713.SZ,陈辉,陈辉,陈辉,41953.698,19961128,北京
002908.SZ,虢晓彬,虢晓彬,陈曲,43143.2088,19990813,广东
300726.SZ,钟若农,曾琛,曾垒,41183.9845,19931118,湖南
001226.SZ,徐杨顺,徐杨顺,黄涛,7466.67,20110523,安徽
001368.SZ,王亚华,尤军峰,陈雪峰,11383.6944,20160202,福建
300822.SZ,肖萍,肖萍,方颖娇,31153.62,20100514,广东
002439.SZ,袁捷,王佳,张媛,121140.0205,19960624,北京
300250.SZ,洪爱金,金宁,许平,21406.7479,19991210,浙江
300410.SZ,方志华,方志华,朱和海,36711.4797,19971114,广东
301227.SZ,边可仁,边可仁,邢友伟,9523.05,19991222,黑龙江
300522.SZ,陆勇,陆勇,吴鹏,32245.1507,20011211,江苏
301263.SZ,郑汉杰,郑汉杰,李挺,42549.75,19990122,广东
002811.SZ,刘云贵,刘云贵,王小颖,30797.0005,19941226,广东
002670.SZ,刘朝东,赵景亮,刘公银,193508.4653,19950817,江西
301047.SZ,张杰,张杰,冯涛,12163.6742,20161222,北京
301297.SZ,贺贤汉,王哲,颜华,74318.7598,20171226,安徽
002956.SZ,谢庆奎,孙红艳,谢金菱,22324.6885,20010801,广西
300527.SZ,王小丰,,贾志豪,101677.0372,20071227,湖北
002860.SZ,楼勇伟,张勇,陆群峰,35971.2516,20020515,浙江
300519.SZ,王岳钧,王岳钧,蒋源洋,16000.0,19981118,浙江
300750.SZ,曾毓群,曾毓群,蒋理,456285.4001,20111216,福建
300538.SZ,邵羽南,华青翠,赵东宇,18191.8573,20021225,广东
301219.SZ,罗洁,林灵,胡常超,29471.7182,20040326,江西
002991.SZ,严斌生,严斌生,张婷,9321.5831,20060214,江西
300436.SZ,李国平,李国平,张清河,15926.7,20010628,福建
300290.SZ,段刚,王功学,周原,63973.2569,20051118,辽宁
301289.SZ,黄国飞,范玉军,王晨生,7800.0,20040216,上海
301584.SZ,余峰,吴胜勇,陆启勇,42128.8509,20100830,上海
300675.SZ,叶青,毛洪伟,姚培,14666.67,20070820,广东
300978.SZ,罗军,罗军,顾玲,42270.2739,20030704,广东
300635.SZ,陈天宝,陈天宝,李海杰,14013.4,20000808,广东
300692.SZ,张伯中,宋永莲,江琼,42677.5238,20111214,安徽
301373.SZ,胡颖妮,胡颖妮,彭智花,10847.2091,20070614,广东
301116.SZ,田立余,田立余,陈宏儒,44897.9593,20080807,江苏
301141.SZ,吴中平,吴中平,范明,12403.2605,20100322,浙江
301033.SZ,袁玉宇,王建华,龙小燕,6704.962,20080902,广东
300864.SZ,张以飞,张以飞,李良,15776.0839,20120803,江苏
002628.SZ,程茗浪,程茗浪,陈丽竹,75710.0415,19880528,四川
300790.SZ,张品光,金永红,陈天富,37411.8981,20110906,广东
300461.SZ,肖永富,肖永富,俞文斌,15705.6692,20030709,浙江
300269.SZ,乔建荣,乔建荣,何浩彬,54911.3825,20030414,广东
002932.SZ,陈莉莉,陈莉莉,王锐,23252.0957,20080128,湖北
300278.SZ,李德富,陈泽,窦文扬,142150.6508,20030227,湖北
300921.SZ,陈树林,陈树林,喻荔,18379.7487,19961230,广东
300326.SZ,王冲,丁魁,丁魁,71701.2682,20050331,上海
003011.SZ,王周林,王淑芳,王雅琴,10267.6,20131209,浙江
300961.SZ,李海波,李海波,李海波,17728.0,20010531,广东
000538.SZ,董明,董明,钱映辉,178426.2603,19931130,云南
301166.SZ,冷兆武,冷兆武,祁艳芳,8666.6668,20041022,上海
300848.SZ,王仁鸿,张生,都英涛,42788.7627,20090904,山东
300387.SZ,王仁宗,王仁宗,易旻,28905.7018,20070122,湖北
301073.SZ,朱晓东,朱晓东,施晨宁,19445.1046,20070808,浙江
001219.SZ,苏青林,苏青林,张松涛,19498.375,19970127,山东
002891.SZ,郝忠礼,郝忠礼,任福照,30437.642,20020118,山东
002782.SZ,肖铿,肖铿,伍春霞,49596.4013,20040301,广东
002558.SZ,张栋,刘伟,孟玮,193475.0611,19970722,重庆
002631.SZ,汝继勇,汝继勇,李红仙,79728.2881,20041202,江苏
001209.SZ,郭梧文,周德茂,刘根祥,13152.272,20040520,广东
300429.SZ,钱晓春,钱晓春,倪寅森,53630.4427,19971122,江苏
300955.SZ,曾焕彬,曾焕彬,徐勇,10080.0,20050715,福建
300712.SZ,林一文,黄炎生,吴轶群,18754.6035,19940301,福建
300258.SZ,夏汉关,夏汉关,董义,58504.7243,19921209,江苏
301365.SZ,王冠,王兆宝,尹浩然,18000.0,20100303,广东
301381.SZ,陈文平,陈文平,张爱宁,40345.82,20120531,广东
001389.SZ,肖红星,曾红,曾杨清,42505.25,20020617,广东
300805.SZ,梁定郊,黄勇,王云龙,42441.1492,20100210,广东
002905.SZ,李晓文,李晓东,许斌彪,37632.0,20040301,广东
300806.SZ,金闯,金闯,吴江,45330.0503,20060621,江苏
301120.SZ,谭勇,谭勇,谭勇,37144.1055,19850316,北京
300936.SZ,俞卫忠,俞卫忠,俞丞,7520.0,20060328,江苏
300535.SZ,严建林,严建林,王丽,10480.1463,20031113,四川
003016.SZ,孙柏豪,孙柏豪,朱晓峰,42052.1612,20060607,福建
001386.SZ,黄建平,谢悦增,叶国华,119492.0,20081105,广东
300844.SZ,蔡彬,蔡彬,秦鹏,9321.088,20070409,广东
002973.SZ,郭倍华,夏冠明,夏冠明,40866.5673,20011127,广东
301172.SZ,曾立军,曾立军,张志锐,17248.0,20020516,四川
002517.SZ,沈军,沈军,刘洪林,213644.3234,20000103,福建
300625.SZ,张宇涛,林岩,颜新元,27933.1,20100519,广东
002919.SZ,陈建名,陈建名,陈东松,26652.6066,19941214,广东
002803.SZ,庄浩,庄浩,张路平,45040.5288,20031224,福建
002902.SZ,杨先进,杨先进,王妮娜,23500.9062,20080625,广东
301348.SZ,张顺,袁凤江,张国光,24000.0,19981230,广东
002937.SZ,张忠良,陈松杰,张红曼,29777.7837,20011227,浙江
301015.SZ,付钢,付钢,李震,52562.4042,20050308,山东
300629.SZ,王刚,王刚,周一波,25142.3424,19981209,广东
301160.SZ,钱和生,唐卫国,钱雅琴,11584.9275,20051208,江苏
002607.SZ,李永新,李永新,龚亚芳,616739.9389,19990825,安徽
301049.SZ,高志江,李光荣,范敏,9425.3334,20090728,安徽
300456.SZ,杨云春,张阿斌,张阿斌,73221.3134,20080515,北京
300198.SZ,陈志江,刘鑫宏,严立威,103154.854,20030611,福建
002770.SZ,李瑞生,李盛玺,范乃超,197076.2034,20050120,河南
002945.SZ,林立,秦湘,姚松涛,270000.0,19970618,西藏
301386.SZ,楼洋,楼洋,金增林,14000.0,20010903,江苏
300153.SZ,谢松峰,周路来,徐坤,32000.0,20020619,上海
002947.SZ,荆天平,荆天平,陈荆怡,25620.9336,20110727,江苏
300680.SZ,倪铭,倪铭,徐行,22771.6078,20040616,江苏
300140.SZ,周康,,郝家华,309906.7016,20010328,陕西
002144.SZ,沈国甫,许建舟,马强强,17676.2528,19970724,浙江
002302.SZ,章维成,白建军,韩春珉,126235.4304,20011018,新疆
300218.SZ,姚和平,姚和平,刘松霞,21698.7,19940712,安徽
002556.SZ,程诚,程诚,徐敏,94651.808,19900704,安徽
001217.SZ,吴炜,陈玉喜,王寅,33187.0,20000105,安徽
301023.SZ,刘松艳,刘松艳,唐颖彦,7816.665,20110628,江苏
002140.SZ,李立新,孟陈周,余伟胜,70801.3872,20010718,安徽
002298.SZ,汪宇,汪宇,甘洪亮,74011.0901,19980515,安徽
300402.SZ,薛凯,刘鸿彦,刘义忠,24679.0497,19940505,江苏
002532.SZ,曾超林,曾超林,周建良,465188.5415,19971103,浙江
002702.SZ,滕用庄,滕用严,郑铭,55576.0,20050422,福建
301266.SZ,肖锋,肖锋,林敏,10987.8593,20020823,江苏
301333.SZ,武杰,武杰,李树奇,9658.1256,20080822,北京
301560.SZ,孙文伟,孙文伟,孙琪,12160.0,20100210,江苏
002609.SZ,唐健,赵勇,王恒波,64343.8841,19920617,广东
300159.SZ,方德松,方德松,郑毅,149564.5923,20050512,新疆
300223.SZ,刘强,刘强,张敏,48254.0723,20050715,北京
300191.SZ,周锦明,周锦明,吴丽琳,32000.0,20031110,北京
301026.SZ,夏军,夏军,马小宝,15827.3987,20050607,江苏
301022.SZ,孙文强,王纪学,梁庭波,9948.4126,20031119,山东
002307.SZ,张斌,朱长江,顾建民,126829.1582,20010807,新疆
002263.SZ,骆平,骆平,周明良,187836.01,20000608,浙江
002167.SZ,冯立明,冯立明,刘磊,77467.33,19951110,广东
301611.SZ,刘先兵,刘先兵,仇劲松,43600.0,20090427,江苏
301393.SZ,朱勇,朱勇,董胜军,10800.0,20031202,江苏
300920.SZ,储祺,储祺,杨学禹,10000.0,20121031,浙江
300433.SZ,周群飞,周群飞,江南,528432.7591,20061221,湖南
300757.SZ,戴军,戴军,李良玉,16760.8111,20110414,江苏
301458.SZ,颜睿志,颜睿志,张照欣,26666.67,20140113,广东
301171.SZ,邹小武,武莹,王萍,47188.5905,20050406,陕西
301601.SZ,张建纲,张建纲,陈廷飞,14048.0,19981208,江苏
300146.SZ,林志成,林志成,唐金银,169167.7031,20050401,广东
301021.SZ,赵晓杰,赵晓杰,张勇,15215.1932,20111130,广东
301310.SZ,卜晓华,卜晓华,丁浩,13655.444,20040213,江苏
300412.SZ,方正,方正,晁虎,49775.6637,20081215,浙江
003031.SZ,卜爱民,梁向阳,董惠,45105.2859,20090806,河北
300315.SZ,高晓辉,高晓辉,季久云,270761.1003,20040802,北京
002930.SZ,林海川,黄韵涛,卓乃建,45748.9692,20121106,广东
002877.SZ,沈剑标,沈剑标,沈剑飞,35584.3695,20011112,江苏
003043.SZ,王彩男,王景余,杨曙光,13399.0651,19981221,江苏
002735.SZ,王进军,王进军,白琼,38200.6553,19970528,广东
301330.SZ,金海荣,金海荣,郭艳波,23535.155,20071214,广东
002442.SZ,刘鹏达,魏亮,王冰,50328.887,20040804,河北
002424.SZ,姜伟,牛民,姜伟,139759.84,19990325,贵州
002464.SZ,夏珂研,,夏珂研,52179.4388,19930402,山东
002393.SZ,张平,王福军,马霏霏,25761.6859,19810617,天津
300891.SZ,何明川,何明川,钟怡,40000.8013,20030928,广东
300173.SZ,冼彬璋,邹华,邱德意,73472.5698,19970418,广东
300104.SZ,刘延峰,刘延峰,刘延峰,398944.0192,20041110,北京
301309.SZ,钟兴富,陈方仁,黄曼,10053.44,20161031,浙江
002394.SZ,潘志刚,于拥军,张洪梅,32370.0,20021111,江苏
300098.SZ,刘双广,刘双广,刘佳漩,173778.2275,19971114,广东
300087.SZ,应敏杰,张琴,张庆一,94733.1751,20020724,安徽
002514.SZ,马琳,马琳,马琳,72003.4264,20011008,江苏
300145.SZ,杭军,沈海军,徐金磊,192090.0236,19910831,浙江
300148.SZ,肖志鸿,喻宇汉,刘英,84271.1343,20030818,湖南
300492.SZ,易晓英,易晓英,肖德伦,19668.1058,20030213,四川
301170.SZ,李忠良,李忠良,沈国林,10000.0,20050203,江苏
300066.SZ,李建林,李强祖,倪国强,104003.3262,20040513,江西
002413.SZ,高立宁,刘峰,高立宁,131698.9628,20021211,北京
002416.SZ,黄文辉,周友盟,吴海南,123928.1806,19980608,广东
002486.SZ,王仓,王仓,张亦驰,82428.31,20010120,上海
300694.SZ,刘秋志,林庆民,陈瑶,21531.6977,19940411,江苏
301202.SZ,高利擎,高建强,冯娟,13640.0,20100120,江苏
301030.SZ,刘太玉,刘太玉,杨宝龙,20238.333,20050411,江苏
300631.SZ,党建兵,党建兵,程恒,12504.3424,19971222,江苏
300330.SZ,陈博,钱亮,王曦,16800.0,19970425,上海
002369.SZ,李兴舫,李兴舫,张富涵,56695.628,20040226,广东
300089.SZ,秦官成,秦官成,,48105.687,19960201,广东
300253.SZ,周炜,王涛,徐子同,221462.8153,20040407,上海
002673.SZ,徐朝晖,刘翔,黄斌,446958.1705,20010109,陕西
301072.SZ,魏忠,魏忠,张叶飞,10504.5985,19980811,江苏
002142.SZ,陆华裕,庄灵君,俞罡,660359.0792,19970410,浙江
300238.SZ,张永明,赵峰,徐庆荣,26515.5701,19991022,广东
002456.SZ,蔡荣军,黄丽辉,周亮,335998.739,20010312,广东
301256.SZ,邵军,张炜,李思,48000.0,20000907,四川
002827.SZ,乐勇建,巴桑顿珠,马莹莹,27704.6,20070608,西藏
001328.SZ,赵丰硕,赵丰硕,杨祥思,17217.38,20011214,重庆
002106.SZ,王裕奎,李绍宗,王行村,70581.616,19920721,广东
300053.SZ,颜志宇,颜志宇,高曈,69687.4323,20000320,广东
300057.SZ,杜成城,杜成城,黄薇,89774.1579,19980306,广东
300055.SZ,王飘扬,吕晖,邓若男,83674.9606,19980417,北京
300058.SZ,潘安民,潘安民,秦峰,359022.1227,20021104,北京
002926.SZ,杨炯洋,杨炯洋,曾颖,262500.0,20000713,四川
301526.SZ,江凌,魏泽聪,黄敦霞,377087.8048,19910827,重庆
300139.SZ,程毅,刘航,王含静,27400.0,20001106,北京
301211.SZ,程志刚,梁群,高健,41760.0,19951229,湖北
301210.SZ,杨建林,杨建林,杨浩,11461.4334,19980317,江苏
301372.SZ,葛敬,葛敬,张宁,6857.143,20000926,北京
300846.SZ,曲宁,曲宁,杨丽萍,50229.6016,20050713,北京
300634.SZ,杨良志,白琳,王欣,45121.09,20040106,广东
300927.SZ,朱辉,朱辉,史彬,14436.0,19991104,江苏
300859.SZ,吕美蓉,李新萍,侯伟,15500.0,20010118,新疆
001335.SZ,李治,李治,黄涛,9373.956,19960828,浙江
002603.SZ,吴相君,吴相君,吴瑞,167070.5376,20010828,河北
300911.SZ,孙伟勇,孙吉,董博,18333.0973,20030925,浙江
300413.SZ,蔡怀军,梁德平,张志红,187072.0815,20051228,湖南
301231.SZ,王艺桦,王艺桦,蔡红,8440.0,20060428,陕西
300702.SZ,屠勇军,屠勇军,王艳,34797.7159,20030214,浙江
301367.SZ,庄志,庄志,杜祎程,8960.0,20010727,北京
300197.SZ,何亮,,董学刚,296529.808,20010807,广东
002401.SZ,王新波,林亦雯,俞建忠,37166.844,19930519,上海
300136.SZ,彭浩,彭浩,卢信,96756.8638,20060427,广东
002748.SZ,汪国清,汪国清,李角龙,24000.0,20031202,江西
300612.SZ,任翔,任翔,汪晓文,18045.4496,20070119,北京
300126.SZ,吴明厅,吴明厅,徐秀兰,30395.76,20000429,上海
300972.SZ,王丽卿,王泽宁,蔡冬娜,18889.1422,20111221,福建
300193.SZ,潘磊,潘磊,李锐,47624.9805,20050912,广东
300036.SZ,宋关福,宋关福,谭飞艳,49276.6617,19970618,北京
002487.SZ,金鑫,孙晓乐,葛欣,63774.9349,20030922,辽宁
002349.SZ,尹红宇,成剑,王剑锋,82967.4908,19940103,江苏
