ts_code,end_date,bz_item,bz_code,bz_sales,bz_profit,bz_cost,curr_type
002630.SZ,20250630,总包项目,P,646105931.85,110740838.84,535365093.01,CNY
002630.SZ,20250630,其他主营业务,P,8602628.66,194169.72,8408458.94,CNY
002630.SZ,20250630,机械行业,I,1008581164.07,213251486.2,795329677.87,CNY
002630.SZ,20250630,锅炉配套产品,P,260682033.9,54086316.18,206595717.72,CNY
002630.SZ,20250630,中国大陆,D,1022138825.65,223625107.83,798513717.82,CNY
002630.SZ,20250630,其他业务收入,P,106748231.24,58603783.09,48144448.15,CNY
002630.SZ,20250630,其他业务(行业),I,13557661.58,10373621.63,3184039.95,CNY
002630.SZ,20241231,中国大陆,D,2582986610.07,569586359.94,2013400250.13,CNY
002630.SZ,20241231,其他业务收入(行业),I,63454302.69,44261568.45,19192734.24,CNY
002630.SZ,20241231,直销,455006000,2593317955.25,572040842.57,2021277112.68,CNY
002630.SZ,20241231,其他业务收入,P,183086281.72,107400362.63,75685919.09,CNY
002630.SZ,20241231,锅炉配套产品,P,214582018.17,30347907.59,184234110.58,CNY
002630.SZ,20241231,国外,D,10331345.18,2454482.63,7876862.55,CNY
002630.SZ,20241231,总包项目,P,2194992394.98,433635311.97,1761357083.01,CNY
002630.SZ,20241231,机械行业,I,2529863652.56,527779274.12,2002084378.44,CNY
002630.SZ,20241231,其他主营业务,P,657260.38,,,CNY
002630.SZ,20240630,机械行业,I,1450487413.15,272078880.01,1178408533.14,CNY
002630.SZ,20240630,其他业务,P,32518621.67,12651211.5,19867410.17,CNY
002630.SZ,20240630,国外,D,16595099.53,3940009.7,12655089.83,CNY
002630.SZ,20240630,锅炉配套产品,P,150969439.35,29820844.93,121148594.42,CNY
002630.SZ,20240630,总包项目,P,1299414924.99,242385083.26,1057029841.73,CNY
002630.SZ,20240630,中国大陆,D,1466410935.29,280790081.81,1185620853.48,CNY
002630.SZ,20240630,其他主营业务,P,103048.81,-127048.18,230096.99,CNY
002630.SZ,20240630,其他业务(行业),I,32518621.67,12651211.5,19867410.17,CNY
002630.SZ,20231231,中国大陆,D,1793680303.53,328054459.09,1465625844.44,CNY
002630.SZ,20231231,其他主营业务,P,5090255.55,971144.66,4119110.89,CNY
002630.SZ,20231231,总包项目,P,1258358428.29,226346371.4,1032012056.89,CNY
002630.SZ,20231231,国外,D,73185628.43,3201478.66,69984149.77,CNY
