ts_code,end_date,bz_item,bz_code,bz_sales,bz_profit,bz_cost,curr_type
600883.SH,20250630,咖啡豆销售,P,6462694.52,494999.06,5967695.46,CNY
600883.SH,20250630,其他业务,P,101786.19,11569.34,90216.85,CNY
600883.SH,20250630,国外,D,18476342.64,325551.01,18150791.63,CNY
600883.SH,20250630,新鲜松茸,P,733.94,127.88,606.06,CNY
600883.SH,20250630,食用菌,P,3585979.86,290990.72,3294989.14,CNY
600883.SH,20250630,其他肉类产品,P,483555.89,207745.99,275809.9,CNY
600883.SH,20250630,线上,455006000,22781.1,10164.67,12616.43,CNY
600883.SH,20250630,线下,455006000,28666911.57,1594074.7,27072836.87,CNY
600883.SH,20250630,中国大陆,D,10213350.03,1278688.36,8934661.67,CNY
600883.SH,20250630,火腿制品,P,1544039.91,350367.64,1193672.27,CNY
600883.SH,20250630,冷冻食品,P,15844712.02,86095.83,15758616.19,CNY
600883.SH,20250630,咖啡,P,666190.34,162342.91,503847.43,CNY
600883.SH,20241231,线下,455006000,42631401.55,355006.38,42276395.17,CNY
600883.SH,20241231,线上,455006000,63476.29,11361.52,52114.77,CNY
600883.SH,20241231,咖啡(行业),I,396247.53,-375252.7,771500.23,CNY
600883.SH,20241231,咖啡豆销售,P,42342.52,37896.58,4445.94,CNY
600883.SH,20241231,其他肉类产品,P,1242063.78,386805.37,855258.41,CNY
600883.SH,20241231,食用菌,P,8284227.88,201359.83,8082868.05,CNY
600883.SH,20241231,火腿,I,4580605.51,976201.64,3604403.87,CNY
600883.SH,20241231,国外,D,35701909.47,-54591.63,35756501.1,CNY
600883.SH,20241231,中国大陆,D,6992968.37,420959.53,6572008.84,CNY
600883.SH,20241231,其他业务,P,86275.04,55526.43,30748.61,CNY
600883.SH,20241231,咖啡,P,353905.01,-413149.28,767054.29,CNY
600883.SH,20241231,冷冻食品,P,22415031.73,1342714.79,21072316.94,CNY
600883.SH,20241231,新鲜松茸,P,6932490.15,-1834182.09,8766672.24,CNY
600883.SH,20241231,其他业务(行业),I,86275.04,55526.43,30748.61,CNY
600883.SH,20241231,商品贸易(行业),I,37631749.76,-290107.47,37921857.23,CNY
600883.SH,20241231,火腿制品,P,3338541.73,589396.27,2749145.46,CNY
600883.SH,20240630,干牛肝菌,P,3022439.48,132134.04,2890305.44,CNY
600883.SH,20240630,肠类制品,P,48262.52,12134.4,36128.12,CNY
600883.SH,20240630,食用菌,P,198686.77,19127.98,179558.79,CNY
600883.SH,20240630,火腿制品,P,1596980.78,236839.43,1360141.35,CNY
600883.SH,20240630,其他业务,P,94947.54,66800.91,28146.63,CNY
600883.SH,20240630,新鲜羊肚菌,P,303130.97,-109975.61,413106.58,CNY
600883.SH,20240630,冷冻食品,P,7442740.35,385771.86,7056968.49,CNY
600883.SH,20240630,国外,D,12943481.51,529360.26,12414121.25,CNY
600883.SH,20240630,腌腊肉制品,P,455658.73,180921.04,274737.69,CNY
600883.SH,20240630,中国大陆,D,3757701.59,277210.29,3480491.3,CNY
600883.SH,20240630,咖啡,P,870204.19,-272506.58,1142710.77,CNY
600883.SH,20240630,罐头制品,P,165640.73,24912.03,140728.7,CNY
600883.SH,20240630,干羊肚菌,P,2502491.04,130411.05,2372079.99,CNY
600883.SH,20231231,冷冻食品,P,11831006.85,-1067909.26,12898916.11,CNY
600883.SH,20231231,其他(行业),I,380357.09,49379.06,330978.03,CNY
