ts_code,end_date,bz_item,bz_code,bz_sales,bz_profit,bz_cost,curr_type
605080.SH,20250630,销售商品,P,685479494.96,240730448.21,444749046.75,CNY
605080.SH,20250630,销售商品,P,685479494.96,240730448.21,444749046.75,CNY
605080.SH,20250630,销售商品,P,685479494.96,240730448.21,444749046.75,CNY
605080.SH,20250630,销售商品,P,685479494.96,240730448.21,444749046.75,CNY
605080.SH,20250630,销售商品,P,685479494.96,240730448.21,444749046.75,CNY
605080.SH,20250630,销售商品,P,685479494.96,240730448.21,444749046.75,CNY
605080.SH,20250630,销售商品,P,685479494.96,240730448.21,444749046.75,CNY
605080.SH,20241231,国外,D,799888240.07,281680364.12,518207875.95,CNY
605080.SH,20241231,直销,455006000,993728968.62,334282674.31,659446294.31,CNY
605080.SH,20241231,其他主营业务,P,133735354.28,13649225.08,120086129.2,CNY
605080.SH,20241231,户外箱包,P,204219923.8,43933208.05,160286715.75,CNY
605080.SH,20241231,头枕坐垫,P,69618603.09,14950258.32,54668344.77,CNY
605080.SH,20241231,充气床垫,P,586155087.45,261749982.86,324405104.59,CNY
605080.SH,20241231,户外用品,I,993728968.62,334282674.31,659446294.31,CNY
605080.SH,20241231,其他业务(销售模式),455006000,8617016.07,3728291.18,4888724.89,CNY
605080.SH,20241231,其他业务(行业),I,8617016.07,3728291.18,4888724.89,CNY
605080.SH,20241231,其他业务(地区),D,8617016.07,3728291.18,4888724.89,CNY
605080.SH,20241231,其他业务,P,8617016.07,3728291.18,4888724.89,CNY
605080.SH,20241231,中国大陆,D,193840728.55,52602310.19,141238418.36,CNY
605080.SH,20240630,销售商品,P,600143165.53,223252055.54,376891109.99,CNY
605080.SH,20231231,国外,D,649943087.36,231255834.99,418687252.37,CNY
605080.SH,20231231,中国大陆,D,171415356.53,46271853.56,125143502.97,CNY
605080.SH,20231231,销售商品,P,823315739.1,278592245.35,544723493.75,CNY
605080.SH,20231231,其他业务(地区),D,1957295.21,,,CNY
605080.SH,20231231,户外用品,I,821358443.89,277527688.55,543830755.34,CNY
605080.SH,20231231,充气床垫,P,514761683.36,226312138.07,288449545.29,CNY
605080.SH,20231231,其他主营业务,P,90358938.55,12622880.44,77736058.11,CNY
605080.SH,20231231,头枕坐垫,P,60169299.19,16052527.01,44116772.18,CNY
605080.SH,20231231,户外箱包,P,156068522.79,22540143.02,133528379.77,CNY
605080.SH,20231231,其他业务,P,1957295.21,1064556.81,892738.4,CNY
605080.SH,20230630,销售商品,P,530259439.58,,,CNY
605080.SH,20221231,户外箱包,P,127366864.72,26270736.48,101096128.24,CNY
