ts_code,end_date,bz_item,bz_code,bz_sales,bz_profit,bz_cost,curr_type
601231.SH,20250630,电脑及存储类产品,P,2926866753.05,622617558.22,2304249194.83,CNY
601231.SH,20250630,中国港澳台地区及海外地区,D,13731008000.0,1157771000.0,12573237000.0,CNY
601231.SH,20250630,汽车电子,P,2682276686.32,272046326.62,2410230359.7,CNY
601231.SH,20250630,消费电子类产品,P,8382787136.08,665420636.08,7717366500.0,CNY
601231.SH,20250630,其他业务,P,32745799.31,32469191.01,276608.3,CNY
601231.SH,20250630,其他业务(地区),D,293.6,,,CNY
601231.SH,20250630,内部抵销(地区),D,-2940941000.0,-204790000.0,-2736151000.0,CNY
601231.SH,20250630,通讯类产品,P,8867012833.12,582935658.72,8284077174.4,CNY
601231.SH,20250630,工业收入,P,3693852425.05,498233301.0,3195619124.05,CNY
601231.SH,20250630,医疗类产品,P,191159626.6,9491099.0,181668527.6,CNY
601231.SH,20250630,其他主营业务,P,437000034.07,-15976317.62,452976351.69,CNY
601231.SH,20250630,中国大陆,D,16423634000.0,1714256000.0,14709378000.0,CNY
601231.SH,20241231,其他主营业务,P,825549686.98,92071057.96,733478629.02,CNY
601231.SH,20241231,中国大陆,D,37492004411.17,3601324783.35,33890679627.82,CNY
601231.SH,20241231,消费电子类产品,P,19202788679.81,1583616661.88,17619172017.93,CNY
601231.SH,20241231,汽车电子,P,5971513470.61,474632380.42,5496881090.19,CNY
601231.SH,20241231,内部抵销(地区),D,-5990782599.8,-318482208.92,-5672300390.88,CNY
601231.SH,20241231,通讯类产品,P,21066324772.56,1605043878.26,19461280894.3,CNY
601231.SH,20241231,其他业务(地区),D,75975819.38,74315419.26,1660400.12,CNY
601231.SH,20241231,医疗类产品,P,333877608.87,15072180.49,318805428.38,CNY
601231.SH,20241231,中国港澳台地区及海外地区,D,29113453467.35,2403879878.39,26709573588.96,CNY
601231.SH,20241231,电脑及存储类产品,P,6096580972.15,1084434351.22,5012146620.93,CNY
601231.SH,20241231,其他业务,P,75975819.38,74315419.26,1660400.12,CNY
601231.SH,20241231,工业收入,P,7118040087.74,831851942.59,6286188145.15,CNY
601231.SH,20240630,医疗类产品,P,178099435.88,9941983.21,168157452.67,CNY
601231.SH,20240630,其他业务(地区),D,393.61,-0.42,394.03,CNY
601231.SH,20240630,通讯类产品,P,9290160411.56,655729421.1,8634430990.46,CNY
601231.SH,20240630,电脑及存储类产品,P,3036632308.79,546488003.99,2490144304.8,CNY
601231.SH,20240630,其他主营业务,P,414729020.66,59099182.03,355629838.63,CNY
601231.SH,20240630,中国大陆,D,16039553000.0,1631301000.0,14408252000.0,CNY
601231.SH,20240630,其他业务,P,37201609.44,35829272.37,1372337.07,CNY
601231.SH,20240630,工业收入,P,3515042442.18,471533322.43,3043509119.75,CNY
601231.SH,20240630,汽车电子,P,3194825625.57,316662384.87,2878163240.7,CNY
601231.SH,20240630,消费电子类产品,P,7718919539.53,598897429.58,7120022109.95,CNY
601231.SH,20240630,港澳台地区及海外地区,D,18631117000.0,1236647000.0,17394470000.0,CNY
601231.SH,20240630,内部抵销(地区),D,-7285060000.0,-173767000.0,-7111293000.0,CNY
601231.SH,20231231,通讯类产品,P,21799269805.02,1696073009.9,20103196795.12,CNY
601231.SH,20231231,电脑及存储类产品,P,5378779152.02,860653004.15,4518126147.87,CNY
601231.SH,20231231,中国大陆,D,37464004420.29,3534072412.79,33929932007.5,CNY
601231.SH,20231231,内部抵销(地区),D,-5666518412.85,-272259936.3,-5394258476.55,CNY
601231.SH,20231231,汽车电子,P,5137439831.33,415734793.79,4721705037.54,CNY
601231.SH,20231231,消费电子类产品,P,19254189286.98,1526057665.29,17728131621.69,CNY
601231.SH,20231231,港澳台地区及海外地区,D,28932352567.88,2532266097.5,26400086470.38,CNY
601231.SH,20231231,其他业务(地区),D,62070962.55,58694482.19,3376480.36,CNY
601231.SH,20231231,工业收入,P,8164460442.66,1182154395.08,6982306047.58,CNY
601231.SH,20231231,其他主营业务,P,619672267.12,87957125.23,531715141.89,CNY
601231.SH,20231231,其他业务,P,62070962.55,58694482.2,3376480.35,CNY
601231.SH,20231231,医疗类产品,P,376027790.19,25448580.54,350579209.65,CNY
601231.SH,20230630,其他主营业务,P,309034720.72,48070855.0,260963865.72,CNY
601231.SH,20230630,其他业务,P,28825702.48,27174139.94,1651562.54,CNY
601231.SH,20230630,工业收入,P,4263421876.3,657481365.73,3605940510.57,CNY
601231.SH,20230630,其他业务(地区),D,28826172.78,27175892.23,1650280.55,CNY
601231.SH,20230630,通讯类产品,P,9285409225.96,660325159.1,8625084066.86,CNY
601231.SH,20230630,港澳台地区及海外地区,D,14025142000.0,1284540000.0,12740602000.0,CNY
601231.SH,20230630,消费电子类产品,P,8306588212.95,603105933.24,7703482279.71,CNY
601231.SH,20230630,电脑及存储类产品,P,2185255466.78,312522819.96,1872732646.82,CNY
601231.SH,20230630,汽车电子,P,2327870068.88,206024356.01,2121845712.87,CNY
601231.SH,20230630,内部抵销(地区),D,-3661418000.0,-128085000.0,-3533333000.0,CNY
601231.SH,20230630,中国大陆,D,16473084000.0,1342164000.0,15130920000.0,CNY
601231.SH,20230630,医疗类产品,P,159228898.71,11090263.25,148138635.46,CNY
601231.SH,20221231,港澳台地区及海外地区,D,30799463037.34,2791182106.08,28008280931.26,CNY
601231.SH,20221231,工业收入,P,8767396642.14,1417392362.5,7350004279.64,CNY
601231.SH,20221231,其他业务,P,45982102.67,42674364.93,3307737.74,CNY
601231.SH,20221231,通讯类产品,P,25520857428.25,2307215652.78,23213641775.47,CNY
601231.SH,20221231,汽车电子,P,4551947156.28,384306981.08,4167640175.2,CNY
601231.SH,20221231,中国大陆,D,45258700717.39,4634263497.89,40624437219.5,CNY
601231.SH,20221231,电脑及存储类产品,P,6989468417.07,1069472427.6,5919995989.47,CNY
601231.SH,20221231,其他主营业务,P,605170421.43,13937604.54,591232816.89,CNY
601231.SH,20221231,医疗类产品,P,137139250.98,16230766.04,120908484.94,CNY
601231.SH,20221231,内部抵销(地区),D,-7588069894.14,-279118537.38,-7308951356.76,CNY
601231.SH,20221231,消费电子类产品,P,21898114544.44,1937771272.06,19960343272.38,CNY
601231.SH,20221231,其他业务(地区),D,45982102.67,42674364.94,3307737.73,CNY
601231.SH,20220630,汽车电子,P,2130472188.9,134890270.97,1995581917.93,CNY
