ts_code,end_date,bz_item,bz_code,bz_sales,bz_profit,bz_cost,curr_type
688508.SH,20250630,集成电路,P,633502416.78,237487228.53,396015188.25,CNY
688508.SH,20250630,国外,D,16569866.86,2610010.12,13959856.74,CNY
688508.SH,20250630,其他业务,P,2521325.82,-31771.0,2553096.82,CNY
688508.SH,20250630,其他业务(地区),D,2521325.82,-31771.0,2553096.82,CNY
688508.SH,20250630,集成电路,P,633502416.78,237487228.53,396015188.25,CNY
688508.SH,20250630,中国大陆,D,616932549.92,234877218.41,382055331.51,CNY
688508.SH,20250630,集成电路,P,633502416.78,237487228.53,396015188.25,CNY
688508.SH,20250630,中国大陆,D,616932549.92,234877218.41,382055331.51,CNY
688508.SH,20250630,其他业务(地区),D,2521325.82,-31771.0,2553096.82,CNY
688508.SH,20250630,中国大陆,D,616932549.92,234877218.41,382055331.51,CNY
688508.SH,20250630,其他业务,P,2521325.82,-31771.0,2553096.82,CNY
688508.SH,20250630,其他业务(地区),D,2521325.82,-31771.0,2553096.82,CNY
688508.SH,20250630,国外,D,16569866.86,2610010.12,13959856.74,CNY
688508.SH,20250630,其他业务,P,2521325.82,-31771.0,2553096.82,CNY
688508.SH,20250630,国外,D,16569866.86,2610010.12,13959856.74,CNY
688508.SH,20241231,其他业务(销售模式),455006000,3782358.58,-942761.45,4725120.03,CNY
688508.SH,20241231,其他业务(地区),D,3782358.58,-942761.45,4725120.03,CNY
688508.SH,20241231,中国大陆,D,935827725.36,350566536.6,585261188.76,CNY
688508.SH,20241231,经销,455006000,891874938.12,334592712.82,557282225.3,CNY
688508.SH,20241231,其他业务,P,3782358.58,-942761.45,4725120.03,CNY
688508.SH,20241231,工业驱动,P,165316007.08,73328919.19,91987087.89,CNY
688508.SH,20241231,其他业务(行业),I,3782358.58,-942761.45,4725120.03,CNY
688508.SH,20241231,直销,455006000,68938441.24,20875324.26,48063116.98,CNY
688508.SH,20241231,国外,D,24985654.0,4901500.48,20084153.52,CNY
688508.SH,20241231,集成电路(行业),I,960813379.36,355468037.08,605345342.28,CNY
688508.SH,20241231,标准电源,P,174347422.51,42054966.86,132292455.65,CNY
688508.SH,20241231,智能家电,P,621149949.77,240084151.03,381065798.74,CNY
688508.SH,20240630,其他业务(地区),D,1384445.74,-922984.18,2307429.92,CNY
688508.SH,20240630,集成电路,P,451897809.03,166271371.57,285626437.46,CNY
688508.SH,20240630,中国大陆,D,438478690.31,163287126.86,275191563.45,CNY
688508.SH,20240630,其他业务,P,1384445.74,-922984.18,2307429.92,CNY
688508.SH,20240630,国外,D,13419118.72,2984244.71,10434874.01,CNY
688508.SH,20231231,智能家电,P,482538466.81,185203724.45,297334742.36,CNY
688508.SH,20231231,工业驱动,P,144602349.7,70991198.03,73611151.67,CNY
688508.SH,20231231,国外,D,20095610.92,6214902.22,13880708.7,CNY
688508.SH,20231231,标准电源,P,146405908.8,39129604.04,107276304.76,CNY
688508.SH,20231231,中国大陆,D,753451114.39,289109624.3,464341490.09,CNY
688508.SH,20231231,其他业务,P,6831096.1,727324.24,6103771.86,CNY
688508.SH,20231231,其他业务(地区),D,6831096.1,727324.24,6103771.86,CNY
688508.SH,20231231,集成电路(行业),I,773546725.31,295324526.52,478222198.79,CNY
688508.SH,20230630,集成电路,P,381777002.24,149759832.66,232017169.58,CNY
688508.SH,20230630,中国大陆,D,370022882.86,,,CNY
688508.SH,20230630,国外,D,11754119.38,,,CNY
688508.SH,20230630,其他业务,P,2495172.48,-133733.54,2628906.02,CNY
688508.SH,20230630,其他业务(地区),D,2495172.48,,,CNY
688508.SH,20221231,其他业务(地区),D,6423638.66,-388366.35,6812005.01,CNY
688508.SH,20221231,其他业务,P,6423638.66,-388366.35,6812005.01,CNY
688508.SH,20221231,标准电源,P,174017777.49,51825673.61,122192103.88,CNY
688508.SH,20221231,其他芯片,P,15454939.41,5071649.85,10383289.56,CNY
688508.SH,20221231,集成电路(行业),I,713167765.16,296512624.02,416655141.14,CNY
688508.SH,20221231,中国大陆,D,684806511.9,288659503.04,396147008.86,CNY
688508.SH,20221231,国外,D,28361253.26,7853120.98,20508132.28,CNY
688508.SH,20221231,智能家电,P,374424786.99,158060140.75,216364646.24,CNY
688508.SH,20221231,工业驱动,P,149270261.27,81555159.81,67715101.46,CNY
688508.SH,20220630,集成电路,P,371674017.79,,,CNY
688508.SH,20220630,中国大陆,D,353526213.64,,,CNY
688508.SH,20220630,国外,D,18147804.15,,,CNY
688508.SH,20220630,其他业务,P,3726543.2,,,CNY
688508.SH,20220630,其他业务(地区),D,3726543.2,,,CNY
688508.SH,20211231,智能家电,P,345800675.61,159118181.06,186682494.55,CNY
688508.SH,20211231,标准电源,P,258729290.69,88473886.1,170255404.59,CNY
