ts_code,end_date,bz_item,bz_code,bz_sales,bz_profit,bz_cost,curr_type
002801.SZ,20250630,其他业务(销售模式),455006000,1677525.13,1378708.5,298816.63,CNY
002801.SZ,20250630,制冷电机和风机,P,660170322.98,218913639.11,441256683.87,CNY
002801.SZ,20250630,中国大陆,D,349781028.56,94884468.26,254896560.3,CNY
002801.SZ,20250630,贸易商,455006000,222951638.81,74161541.46,148790097.35,CNY
002801.SZ,20250630,生产商,455006000,525824572.17,160052115.88,365772456.29,CNY
002801.SZ,20250630,伺服电机,P,68674031.34,14880415.88,53793615.46,CNY
002801.SZ,20250630,制冷电机和风机,P,660170322.98,218913639.11,441256683.87,CNY
002801.SZ,20250630,其他业务(销售模式),455006000,1677525.13,1378708.5,298816.63,CNY
002801.SZ,20250630,国外,D,400672707.55,140707897.58,259964809.97,CNY
002801.SZ,20250630,中国大陆,D,349781028.56,94884468.26,254896560.3,CNY
002801.SZ,20250630,贸易商,455006000,222951638.81,74161541.46,148790097.35,CNY
002801.SZ,20250630,电器机械及器材制造业,I,750453736.11,235592365.84,514861370.27,CNY
002801.SZ,20250630,其他业务,P,21609381.79,1798310.85,19811070.94,CNY
002801.SZ,20250630,国外,D,400672707.55,140707897.58,259964809.97,CNY
002801.SZ,20250630,贸易商,455006000,222951638.81,74161541.46,148790097.35,CNY
002801.SZ,20250630,生产商,455006000,525824572.17,160052115.88,365772456.29,CNY
002801.SZ,20250630,其他业务,P,21609381.79,1798310.85,19811070.94,CNY
002801.SZ,20250630,制冷电机和风机,P,660170322.98,218913639.11,441256683.87,CNY
002801.SZ,20250630,电器机械及器材制造业,I,750453736.11,235592365.84,514861370.27,CNY
002801.SZ,20250630,伺服电机,P,68674031.34,14880415.88,53793615.46,CNY
002801.SZ,20250630,其他业务,P,21609381.79,1798310.85,19811070.94,CNY
002801.SZ,20250630,生产商,455006000,525824572.17,160052115.88,365772456.29,CNY
002801.SZ,20250630,伺服电机,P,68674031.34,14880415.88,53793615.46,CNY
002801.SZ,20250630,电器机械及器材制造业,I,750453736.11,235592365.84,514861370.27,CNY
002801.SZ,20250630,其他业务,P,21609381.79,1798310.85,19811070.94,CNY
002801.SZ,20250630,制冷电机和风机,P,660170322.98,218913639.11,441256683.87,CNY
002801.SZ,20250630,其他业务(销售模式),455006000,1677525.13,1378708.5,298816.63,CNY
002801.SZ,20250630,国外,D,400672707.55,140707897.58,259964809.97,CNY
002801.SZ,20250630,中国大陆,D,349781028.56,94884468.26,254896560.3,CNY
002801.SZ,20250630,贸易商,455006000,222951638.81,74161541.46,148790097.35,CNY
002801.SZ,20250630,生产商,455006000,525824572.17,160052115.88,365772456.29,CNY
002801.SZ,20250630,伺服电机,P,68674031.34,14880415.88,53793615.46,CNY
002801.SZ,20250630,电器机械及器材制造业,I,750453736.11,235592365.84,514861370.27,CNY
002801.SZ,20250630,制冷电机和风机,P,660170322.98,218913639.11,441256683.87,CNY
002801.SZ,20250630,其他业务(销售模式),455006000,1677525.13,1378708.5,298816.63,CNY
002801.SZ,20250630,国外,D,400672707.55,140707897.58,259964809.97,CNY
002801.SZ,20250630,中国大陆,D,349781028.56,94884468.26,254896560.3,CNY
002801.SZ,20250630,贸易商,455006000,222951638.81,74161541.46,148790097.35,CNY
002801.SZ,20250630,生产商,455006000,525824572.17,160052115.88,365772456.29,CNY
002801.SZ,20250630,伺服电机,P,68674031.34,14880415.88,53793615.46,CNY
002801.SZ,20250630,电器机械及器材制造业,I,750453736.11,235592365.84,514861370.27,CNY
002801.SZ,20250630,其他业务,P,21609381.79,1798310.85,19811070.94,CNY
002801.SZ,20250630,中国大陆,D,349781028.56,94884468.26,254896560.3,CNY
002801.SZ,20250630,其他业务(销售模式),455006000,1677525.13,1378708.5,298816.63,CNY
002801.SZ,20250630,国外,D,400672707.55,140707897.58,259964809.97,CNY
002801.SZ,20250630,中国大陆,D,349781028.56,94884468.26,254896560.3,CNY
002801.SZ,20250630,贸易商,455006000,222951638.81,74161541.46,148790097.35,CNY
002801.SZ,20250630,生产商,455006000,525824572.17,160052115.88,365772456.29,CNY
002801.SZ,20250630,伺服电机,P,68674031.34,14880415.88,53793615.46,CNY
002801.SZ,20250630,电器机械及器材制造业,I,750453736.11,235592365.84,514861370.27,CNY
002801.SZ,20250630,其他业务,P,21609381.79,1798310.85,19811070.94,CNY
002801.SZ,20250630,制冷电机和风机,P,660170322.98,218913639.11,441256683.87,CNY
002801.SZ,20250630,其他业务(销售模式),455006000,1677525.13,1378708.5,298816.63,CNY
002801.SZ,20250630,国外,D,400672707.55,140707897.58,259964809.97,CNY
002801.SZ,20241231,其他业务,P,44252015.45,-1212614.12,45464629.57,CNY
002801.SZ,20241231,冷柜电机,P,322704097.81,87972977.64,234731120.17,CNY
002801.SZ,20241231,ECM电机,P,228801677.1,97079486.24,131722190.86,CNY
002801.SZ,20241231,伺服电机,P,107541394.04,25814114.61,81727279.43,CNY
002801.SZ,20241231,贸易商,455006000,343952764.98,121749686.23,222203078.75,CNY
002801.SZ,20241231,国外,D,772403190.41,277737016.24,494666174.17,CNY
002801.SZ,20241231,电器机械及器材制造业,I,1409058103.76,454742937.8,954315165.96,CNY
002801.SZ,20241231,生产商,455006000,1065105338.78,332993251.57,732112087.21,CNY
002801.SZ,20241231,中国大陆,D,636654913.35,177005921.56,459648991.79,CNY
002801.SZ,20241231,外转子风机,P,705758919.36,245088973.43,460669945.93,CNY
002801.SZ,20240630,冷柜电机,P,161679299.17,46332093.15,115347206.02,CNY
