ts_code,end_date,bz_item,bz_code,bz_sales,bz_profit,bz_cost,curr_type
600409.SH,20250630,烧碱,P,734782876.86,454697835.88,280085040.98,CNY
600409.SH,20250630,内部抵销,P,-1659529075.21,-7092724.11,-1652436351.1,CNY
600409.SH,20250630,室温胶,P,78484548.79,-3563825.49,82048374.28,CNY
600409.SH,20250630,纯碱,P,2053320111.05,202982561.5,1850337549.55,CNY
600409.SH,20250630,粘胶短纤维,P,4988754765.23,385985416.83,4602769348.4,CNY
600409.SH,20250630,二甲基硅,P,441553554.72,-37662135.58,479215690.3,CNY
600409.SH,20250630,高温胶,P,130133909.29,-5755925.93,135889835.22,CNY
600409.SH,20250630,其他业务(销售模式),455006000,212905347.68,84106730.94,128798616.74,CNY
600409.SH,20250630,其他业务(地区),D,212905347.68,84106730.94,128798616.74,CNY
600409.SH,20250630,电,P,130156760.84,59316841.14,70839919.7,CNY
600409.SH,20250630,国外,D,997016727.71,7547829.9,989468897.81,CNY
600409.SH,20250630,中国大陆,D,10000805796.46,1061424971.24,8939380825.22,CNY
600409.SH,20250630,蒸汽,P,548598326.16,160733799.48,387864526.68,CNY
600409.SH,20250630,其他销售模式,455006000,1505984417.64,-106850568.36,1612834986.0,CNY
600409.SH,20250630,内部抵销(地区),D,-1648789937.56,82204884.93,-1730994822.49,CNY
600409.SH,20250630,聚氯乙烯树脂,P,993592851.59,-171803006.91,1165395858.5,CNY
600409.SH,20250630,石灰石,P,260152283.79,158034527.9,102117755.89,CNY
600409.SH,20250630,其他收入,P,649031673.5,-44695678.64,693727352.14,CNY
600409.SH,20250630,直销,455006000,7843048168.97,1258028254.43,6585019914.54,CNY
600409.SH,20250630,其他业务,P,212905347.68,84106730.94,128798616.74,CNY
600409.SH,20241231,纯碱,P,5531524065.82,1403204809.35,4128319256.47,CNY
600409.SH,20241231,其他业务(地区),D,428380592.91,164859989.51,263520603.4,CNY
600409.SH,20241231,其他业务(行业),I,428380592.91,164859989.51,263520603.4,CNY
600409.SH,20241231,其他业务(销售模式),455006000,428380592.91,164859989.51,263520603.4,CNY
600409.SH,20241231,粘胶短纤维,P,10249894846.28,744785819.83,9505109026.45,CNY
600409.SH,20241231,内部抵销,P,-3505029342.49,-7323118.75,-3497706223.74,CNY
600409.SH,20241231,化工、化纤,I,22259019079.15,2548449686.32,19710569392.83,CNY
600409.SH,20241231,电,P,249695659.63,91357210.44,158338449.19,CNY
600409.SH,20241231,直销,455006000,15556865281.46,2481026861.99,13075838419.47,CNY
600409.SH,20241231,国外,D,1784294584.45,33240052.52,1751054531.93,CNY
600409.SH,20241231,石灰石,P,525008353.75,303444485.48,221563868.27,CNY
600409.SH,20241231,内部抵销(地区),D,-3475562624.25,137524141.46,-3613086765.71,CNY
600409.SH,20241231,其他业务,P,428380592.91,164859989.51,263520603.4,CNY
600409.SH,20241231,二甲基硅,P,1241062745.86,-50711546.8,1291774292.66,CNY
600409.SH,20241231,采矿业,I,640064496.81,307260359.72,332804137.09,CNY
600409.SH,20241231,中国大陆,D,22624073775.83,3083493523.58,19540580252.25,CNY
600409.SH,20241231,其他销售模式,455006000,5375940454.57,773230855.57,4602709599.0,CNY
600409.SH,20241231,电及蒸汽,I,1538751502.56,405870790.27,1132880712.29,CNY
600409.SH,20241231,蒸汽,P,1289055842.93,314513579.83,974542263.1,CNY
600409.SH,20241231,高温胶,P,217970353.85,-11789208.05,229759561.9,CNY
600409.SH,20241231,烧碱,P,1358982710.54,814807753.3,544174957.24,CNY
600409.SH,20241231,室温胶,P,166331748.69,-12505391.67,178837140.36,CNY
600409.SH,20241231,聚氯乙烯树脂,P,2140693911.91,-294709264.61,2435403176.52,CNY
600409.SH,20241231,其他收入,P,1467614839.26,-40817410.79,1508432250.05,CNY
600409.SH,20241231,内部抵销(行业),I,-3505029342.49,-7323118.75,-3497706223.74,CNY
