ts_code,ann_date,name,gender,lev,title,edu,national,birthday,begin_date,end_date
600369.SH,20240704,张莉,F,高管,副总经理,硕士,中国,197703,20240702,None
600369.SH,20240622,侯曦蒙,F,高管,副总经理,硕士,中国,197008,20100916,20240622
600369.SH,20240313,张宏伟,M,高管,高级管理人员,硕士,中国,196401,20230410,20240313
600369.SH,20240120,王伟,M,高管,副总经理,硕士,中国,197709,20240119,None
600369.SH,20231226,黄琳,F,董事会成员,独立董事,博士,中国,196511,20231225,None
600369.SH,20231226,黄琳,F,委员会成员,提名与薪酬委员会委员,博士,中国,196511,20231225,None
600369.SH,20231226,黄琳,F,委员会成员,审计委员会委员,博士,中国,196511,20231225,None
600369.SH,20231226,黄琳,F,委员会成员,关联交易决策委员会委员,博士,中国,196511,20231225,None
600369.SH,20231226,黄琳,F,委员会成员,关联交易决策委员会主任,博士,中国,196511,20231225,None
600369.SH,20231226,陈林,M,监事,监事,硕士,中国,196910,20231225,None
600369.SH,20231226,赵天才,M,高管,首席风险官,硕士,中国,197206,20220830,None
600369.SH,20231226,赵天才,M,高管,合规总监,硕士,中国,197206,20201012,None
600369.SH,20231226,谭鹏,M,董事会成员,董事,硕士,中国,197311,20231225,None
600369.SH,20231226,谭鹏,M,委员会成员,战略与ESG委员会委员,硕士,中国,197311,20231225,None
600369.SH,20231226,谭鹏,M,委员会成员,审计委员会委员,硕士,中国,197311,20231225,None
600369.SH,20231226,杨雨松,M,委员会成员,风险控制委员会委员,硕士,中国,197206,20231225,None
600369.SH,20231226,杨雨松,M,委员会成员,风险控制委员会主任,硕士,中国,197206,20231225,None
600369.SH,20231226,杨雨松,M,董事会成员,董事,硕士,中国,197206,20231225,None
600369.SH,20231226,杨雨松,M,委员会成员,战略与ESG委员会委员,硕士,中国,197206,20231225,None
600369.SH,20231226,杨雨松,M,高管,总经理,硕士,中国,197206,20231030,None
600369.SH,20231226,李军,M,委员会成员,风险控制委员会委员,博士,中国,197308,20231225,None
600369.SH,20231226,李军,M,董事会成员,董事,博士,中国,197308,20231225,None
600369.SH,20231226,徐秉晖,F,董事会成员,独立董事,博士,中国,197412,20231225,None
600369.SH,20231226,徐秉晖,F,委员会成员,提名与薪酬委员会委员,博士,中国,197412,20231225,None
600369.SH,20231226,徐秉晖,F,委员会成员,提名与薪酬委员会主任,博士,中国,197412,20231225,None
600369.SH,20231226,徐秉晖,F,委员会成员,关联交易决策委员会委员,博士,中国,197412,20231225,None
600369.SH,20231226,张敏,F,委员会成员,风险控制委员会委员,硕士,中国,198212,20231225,None
600369.SH,20231226,张敏,F,董事会成员,董事,硕士,中国,198212,20231225,None
600369.SH,20231226,张敏,F,委员会成员,战略与ESG委员会委员,硕士,中国,198212,20231225,None
600369.SH,20231226,叶平,M,高管,副总经理,硕士,中国,197011,20231208,None
600369.SH,20231226,华明,M,高管,首席信息官,硕士,美国,196602,20220830,None
600369.SH,20231226,倪月敏,F,监事,监事会主席,硕士,中国,196601,20190528,None
600369.SH,20231226,倪月敏,F,监事,监事,硕士,中国,196601,20190528,None
600369.SH,20231226,付宏恩,M,董事会成员,独立董事,博士,中国,198809,20231225,None
600369.SH,20231226,付宏恩,M,委员会成员,提名与薪酬委员会委员,博士,中国,198809,20231225,None
600369.SH,20231226,付宏恩,M,委员会成员,审计委员会委员,博士,中国,198809,20231225,None
600369.SH,20231226,付宏恩,M,委员会成员,审计委员会主任,博士,中国,198809,20231225,None
600369.SH,20231226,付宏恩,M,委员会成员,关联交易决策委员会委员,博士,中国,198809,20231225,None
600369.SH,20231226,严洁,M,监事,职工监事,硕士,中国,197907,20200723,None
600369.SH,20231209,李勇,M,高管,副总裁,硕士,中国,196610,20090215,20231209
600369.SH,20231031,吴坚,M,高管,总裁,硕士,中国,196404,20160718,20231030
600369.SH,20230411,张纯勇,M,高管,副总裁,硕士,中国,196512,20090215,20230411
600369.SH,20230405,张纯勇,M,委员会成员,风险控制委员会委员,硕士,中国,196512,20200529,20230405
600369.SH,20230405,张纯勇,M,董事会成员,董事,硕士,中国,196512,20170321,20230405
600369.SH,20221029,韦思羽,F,委员会成员,战略委员会委员,硕士,中国,198111,20221028,20231225
600369.SH,20221011,韦思羽,F,董事会成员,董事,硕士,中国,198111,20221010,20231225
600369.SH,20220914,彭作富,M,董事会成员,董事,硕士,中国,196204,20200529,20220914
600369.SH,20220914,彭作富,M,委员会成员,战略与ESG委员会委员,硕士,中国,196204,20200529,20220914
600369.SH,20220831,赵如冰,M,委员会成员,战略与ESG委员会委员,硕士,中国,195605,20170321,20231225
600369.SH,20220831,张刚,M,委员会成员,战略与ESG委员会委员,硕士,中国,196304,20170321,20231225
600369.SH,20220820,林林,M,高管,首席信息官,本科,中国,196111,20200330,20220820
600369.SH,20220820,张宏伟,M,高管,首席风险官,硕士,中国,196401,20201012,20220820
600369.SH,20210907,廖庆轩,M,董事会成员,董事长,硕士,中国,196106,20160715,20210906
600369.SH,20210907,廖庆轩,M,董事会成员,董事,硕士,中国,196106,20160302,20210906
600369.SH,20210907,廖庆轩,M,高管,法定代表人,硕士,中国,196106,20180524,20210906
600369.SH,20210907,廖庆轩,M,委员会成员,战略委员会委员,硕士,中国,196106,20160303,20210906
600369.SH,20210907,廖庆轩,M,委员会成员,战略委员会主任,硕士,中国,196106,20160303,20210906
600369.SH,20210601,蒲锐,M,高管,副总裁,硕士,中国,197305,20150430,20210531
600369.SH,20210424,廖庆轩,M,高管,代董事会秘书,硕士,中国,196106,20180802,20210423
600369.SH,20201013,李勇,M,高管,代首席风险官,硕士,中国,196610,20200707,20201012
600369.SH,20201013,李勇,M,高管,代合规总监,硕士,中国,196610,20200707,20201012
600369.SH,20200724,赵天才,M,监事,职工监事,硕士,中国,197206,20170503,20200723
600369.SH,20200707,李勇,M,高管,首席风险官,硕士,中国,196610,20170629,20200707
600369.SH,20200707,李勇,M,高管,合规总监,硕士,中国,196610,20090215,20200707
600369.SH,20200530,赵如冰,M,委员会成员,薪酬委员会委员,硕士,中国,195605,20170321,20231225
600369.SH,20200530,赵如冰,M,委员会成员,薪酬委员会主任,硕士,中国,195605,20170321,20231225
600369.SH,20200530,赵如冰,M,董事会成员,独立董事,硕士,中国,195605,20170503,20231225
600369.SH,20200530,赵如冰,M,委员会成员,提名委员会委员,硕士,中国,195605,20170321,20231225
600369.SH,20200530,赵如冰,M,委员会成员,提名委员会主任,硕士,中国,195605,20170321,20231225
600369.SH,20200530,赵如冰,M,委员会成员,关联交易决策委员会委员,硕士,中国,195605,20200529,20231225
600369.SH,20200530,罗炜,M,委员会成员,薪酬委员会委员,博士,中国,197504,20170321,20231225
600369.SH,20200530,罗炜,M,董事会成员,独立董事,博士,中国,197504,20170503,20231225
600369.SH,20200530,罗炜,M,委员会成员,提名委员会委员,博士,中国,197504,20170321,20231225
600369.SH,20200530,罗炜,M,委员会成员,审计委员会委员,博士,中国,197504,20170321,20231225
600369.SH,20200530,罗炜,M,委员会成员,审计委员会主任,博士,中国,197504,20170321,20231225
600369.SH,20200530,罗炜,M,委员会成员,关联交易决策委员会委员,博士,中国,197504,20200529,20231225
600369.SH,20200530,徐平,M,监事,监事,硕士,中国,196204,20191120,20231225
600369.SH,20200530,张刚,M,董事会成员,董事,硕士,中国,196304,20170503,20231225
600369.SH,20200530,张刚,M,委员会成员,审计委员会委员,硕士,中国,196304,20170321,20231225
600369.SH,20200530,吴坚,M,委员会成员,风险控制委员会委员,硕士,中国,196404,20200529,20231225
600369.SH,20200530,吴坚,M,委员会成员,风险控制委员会主席,硕士,中国,196404,20200529,20231225
600369.SH,20200530,傅达清,M,委员会成员,薪酬委员会委员,硕士,中国,196611,20170321,20231225
600369.SH,20200530,傅达清,M,董事会成员,独立董事,硕士,中国,196611,20170503,20231225
600369.SH,20200530,傅达清,M,委员会成员,提名委员会委员,硕士,中国,196611,20170321,20231225
600369.SH,20200530,傅达清,M,委员会成员,审计委员会委员,硕士,中国,196611,20170321,20231225
600369.SH,20200530,傅达清,M,委员会成员,关联交易决策委员会委员,硕士,中国,196611,20200529,20231225
600369.SH,20200530,傅达清,M,委员会成员,关联交易决策委员会主任,硕士,中国,196611,20200529,20231225
600369.SH,20200530,万树斌,M,委员会成员,风险控制委员会委员,本科,中国,196310,20200529,20231225
600369.SH,20200530,万树斌,M,董事会成员,董事,本科,中国,196310,20170503,20231225
600369.SH,20181117,蒋辉,M,监事,监事会主席,博士,中国,196002,20100928,20181116
600369.SH,20181117,蒋辉,M,监事,监事,博士,中国,196002,20100928,20181116
600369.SH,20181117,李波,M,监事,监事,硕士,中国,196111,20170503,20181116
600369.SH,20180802,吴坚,M,高管,代董事会秘书,硕士,中国,196404,20170727,20180802
600369.SH,20180525,吴坚,M,高管,法定代表人,硕士,中国,196404,20160718,20180524
600369.SH,20180331,王致贤,M,其他,董事会证券事务代表,硕士,中国,197902,20130823,20180330
