ts_code,ann_date,name,gender,lev,title,edu,national,birthday,begin_date,end_date
000665.SZ,20240613,高福安,M,委员会成员,战略委员会委员,硕士,中国,1954,20190301,None
000665.SZ,20240613,郑东平,M,委员会成员,战略委员会委员,硕士,中国,1955,20190301,None
000665.SZ,20240613,蒋红瑶,F,委员会成员,战略委员会委员,,中国,1969,20211230,None
000665.SZ,20240613,胡晓斌,M,高管,董事会秘书,硕士,中国,1972,20220620,20240612
000665.SZ,20240613,胡晓斌,M,委员会成员,战略委员会委员,硕士,中国,1972,20231207,None
000665.SZ,20240613,肖卫民,,董事会成员,董事,硕士,中国,1975,20240612,None
000665.SZ,20240613,肖卫民,,委员会成员,战略委员会委员,硕士,中国,1975,20240612,None
000665.SZ,20240613,牛德斌,M,高管,副总经理,硕士,中国,1971,20240612,None
000665.SZ,20240613,曾柏林,M,委员会成员,战略委员会委员,本科,中国,1963,20150414,None
000665.SZ,20240613,曾文,M,委员会成员,战略委员会委员,硕士,中国,1969,20200120,None
000665.SZ,20240613,曾文,M,委员会成员,战略委员会主任,硕士,中国,1969,20230814,None
000665.SZ,20240613,周勃来,M,高管,董事会秘书,本科,中国,1970,20240612,None
000665.SZ,20240528,寇承东,M,董事会成员,董事,本科,中国,1968,20231207,20240527
000665.SZ,20240528,寇承东,M,委员会成员,战略委员会委员,本科,中国,1968,20231207,20240527
000665.SZ,20231222,胡晓斌,M,高管,财务总监,硕士,中国,1972,20161116,20231221
000665.SZ,20231222,张龙飞,M,高管,副总经理,本科,中国,1974,20231221,None
000665.SZ,20231222,张宏棣,M,高管,副总经理,本科,中国,1972,20231221,None
000665.SZ,20231222,张宏棣,M,高管,代财务总监,本科,中国,1972,20231221,None
000665.SZ,20231208,胡晓斌,M,董事会成员,董事,硕士,中国,1972,20231207,None
000665.SZ,20231208,胡晓斌,M,委员会成员,提名委员会委员,硕士,中国,1972,20231207,None
000665.SZ,20231208,严浩宇,M,董事会成员,董事,本科,中国,1969,20200909,20231207
000665.SZ,20231208,严浩宇,M,委员会成员,战略委员会委员,本科,中国,1969,20200909,20231207
000665.SZ,20231117,胡晓斌,M,高管,总经理,硕士,中国,1972,20231116,None
000665.SZ,20231117,曾文,M,高管,总经理,硕士,中国,1969,20200109,20231116
000665.SZ,20230815,曾文,M,董事会成员,董事长,硕士,中国,1969,20230814,None
000665.SZ,20230815,曾文,M,董事会成员,代董事长,硕士,中国,1969,20230717,20230814
000665.SZ,20230718,曾文,M,高管,法定代表人,硕士,中国,1969,20230717,None
000665.SZ,20230718,张建红,F,董事会成员,董事长,本科,中国,196204,20200120,20230717
000665.SZ,20230718,张建红,F,董事会成员,董事,本科,中国,196204,20200120,20230717
000665.SZ,20230718,张建红,F,高管,法定代表人,本科,中国,196204,20200120,20230717
000665.SZ,20230718,张建红,F,委员会成员,提名委员会委员,本科,中国,196204,20200120,20230717
000665.SZ,20230718,张建红,F,委员会成员,战略委员会委员,本科,中国,196204,20200120,20230717
000665.SZ,20230718,张建红,F,委员会成员,战略委员会主任,本科,中国,196204,20200120,20230717
000665.SZ,20230527,韩雪峰,M,监事,监事,本科,中国,1971,20230526,None
000665.SZ,20230527,胡彬,F,监事,监事,硕士,中国,1963,20171227,20230526
000665.SZ,20230519,赵雪石,M,监事,职工监事,本科,中国,1977,20230517,None
000665.SZ,20230519,朱海军,M,监事,职工监事,硕士,中国,1977,20230517,None
000665.SZ,20220621,胡晓斌,M,高管,代董事会秘书,硕士,中国,1972,20220317,20220620
000665.SZ,20220318,赵洪涛,M,高管,董事会秘书,本科,中国,1969,20171102,20220317
000665.SZ,20220318,赵洪涛,M,高管,副总经理,本科,中国,1969,20121128,20220317
000665.SZ,20200910,廖小同,M,委员会成员,薪酬与考核委员会委员,,中国,1960,20160826,20200909
000665.SZ,20200910,廖小同,M,董事会成员,董事,,中国,1960,20121128,20200909
000665.SZ,20200910,廖小同,M,委员会成员,战略委员会委员,,中国,1960,20121128,20200909
000665.SZ,20200910,严浩宇,M,委员会成员,薪酬与考核委员会委员,本科,中国,1969,20200909,20211229
000665.SZ,20200121,王彬,M,董事会成员,董事长,本科,中国,1964,20190409,20200120
000665.SZ,20200121,王彬,M,董事会成员,董事,本科,中国,1964,20170728,20200120
000665.SZ,20200121,王彬,M,高管,法定代表人,本科,中国,1964,20190409,20200120
000665.SZ,20200121,王彬,M,委员会成员,提名委员会委员,本科,中国,1964,20190301,20200120
000665.SZ,20200121,王彬,M,委员会成员,战略委员会委员,本科,中国,1964,20190301,20200120
000665.SZ,20200110,曾文,M,监事,监事会主席,硕士,中国,1969,20171227,20200109
000665.SZ,20200110,曾文,M,监事,监事,硕士,中国,1969,20171227,20200109
000665.SZ,20191011,祁国钧,M,高管,副总经理,硕士,中国,1963,20121128,20191010
000665.SZ,20190412,毕华,F,董事会成员,董事,本科,中国,1973,20160826,20190411
000665.SZ,20190412,毕华,F,委员会成员,提名委员会委员,本科,中国,1973,20160826,20190411
000665.SZ,20190412,毕华,F,委员会成员,战略委员会委员,本科,中国,1973,20160826,20190411
000665.SZ,20190412,毕华,F,委员会成员,战略委员会主任,本科,中国,1973,20190301,20190411
000665.SZ,20190412,毕华,F,高管,总经理,本科,中国,1973,20160826,20190411
000665.SZ,20190410,王祺扬,M,高管,法定代表人,博士,中国,1968,20140922,20190409
000665.SZ,20190302,蔡曼莉,F,委员会成员,提名委员会委员,硕士,中国,197310,20190301,20211229
000665.SZ,20190302,蔡曼莉,F,委员会成员,审计委员会委员,硕士,中国,197310,20190301,20211229
000665.SZ,20190302,蒋红瑶,F,委员会成员,审计委员会委员,,中国,1969,20190301,20211229
000665.SZ,20190302,何伟,M,委员会成员,战略委员会委员,博士,中国,1968,20190301,20211229
000665.SZ,20190222,蔡曼莉,F,董事会成员,独立董事,硕士,中国,197310,20190221,20211229
000665.SZ,20190222,蒋大兴,M,董事会成员,独立董事,博士,中国,1971,20121128,20190221
000665.SZ,20190222,程虹,M,董事会成员,独立董事,博士,中国,1963,20121128,20190221
000665.SZ,20190222,曹亮,M,董事会成员,独立董事,博士,中国,1971,20150116,20190221
000665.SZ,20190222,张兆国,M,董事会成员,独立董事,本科,中国,1956,20121128,20190221
