ts_code,ann_date,name,gender,lev,title,edu,national,birthday,begin_date,end_date
688633.SH,20230428,邹红燕,F,其他,董事会证券事务代表,本科,中国,1989,20230426,None
688633.SH,20221021,陈小峰,M,监事,监事会主席,本科,中国,1980,20221020,None
688633.SH,20221021,陈小峰,M,监事,监事,本科,中国,1980,20191021,None
688633.SH,20221021,陈婷婷,F,委员会成员,薪酬与考核委员会委员,博士,中国,1980,20221020,None
688633.SH,20221021,陈婷婷,F,委员会成员,薪酬与考核委员会主任,博士,中国,1980,20221020,None
688633.SH,20221021,陈婷婷,F,董事会成员,独立董事,博士,中国,1980,20221020,None
688633.SH,20221021,陈婷婷,F,委员会成员,提名委员会委员,博士,中国,1980,20221020,None
688633.SH,20221021,陈婷婷,F,委员会成员,战略委员会委员,博士,中国,1980,20221020,None
688633.SH,20221021,陆胜利,M,监事,监事,本科,中国,1982,20221020,None
688633.SH,20221021,钱淑娟,F,委员会成员,薪酬与考核委员会委员,专科,中国,1965,20191125,None
688633.SH,20221021,钱淑娟,F,董事会成员,董事长,专科,中国,1965,20180710,None
688633.SH,20221021,钱淑娟,F,董事会成员,董事,专科,中国,1965,20180710,None
688633.SH,20221021,钱淑娟,F,高管,法定代表人,专科,中国,1965,20180710,None
688633.SH,20221021,钱淑娟,F,委员会成员,提名委员会委员,专科,中国,1965,20191125,None
688633.SH,20221021,钱淑娟,F,委员会成员,战略委员会委员,专科,中国,1965,20191125,None
688633.SH,20221021,钱淑娟,F,委员会成员,战略委员会主任,专科,中国,1965,20191125,None
688633.SH,20221021,谷正芬,F,委员会成员,薪酬与考核委员会委员,本科,中国,1968,20191125,None
688633.SH,20221021,谷正芬,F,董事会成员,独立董事,本科,中国,1968,20191114,None
688633.SH,20221021,谷正芬,F,委员会成员,审计委员会委员,本科,中国,1968,20191125,None
688633.SH,20221021,谷正芬,F,委员会成员,审计委员会主任,本科,中国,1968,20191125,None
688633.SH,20221021,洪加健,M,董事会成员,独立董事,本科,中国,1975,20191114,None
688633.SH,20221021,洪加健,M,委员会成员,提名委员会委员,本科,中国,1975,20191125,None
688633.SH,20221021,洪加健,M,委员会成员,提名委员会主任,本科,中国,1975,20191125,None
688633.SH,20221021,洪加健,M,委员会成员,审计委员会委员,本科,中国,1975,20191125,None
688633.SH,20221021,杨志城,M,高管,董事会秘书,本科,中国,1981,20180710,None
688633.SH,20221021,杨志城,M,董事会成员,董事,本科,中国,1981,20180710,None
688633.SH,20221021,杨志城,M,高管,副总经理,本科,中国,1981,20180710,None
688633.SH,20221021,朱莉,F,高管,财务总监,本科,中国,1976,20180710,None
688633.SH,20221021,朱莉,F,董事会成员,董事,本科,中国,1976,20180710,None
688633.SH,20221021,张进尧,M,高管,总工程师,专科,中国,1963,20180710,None
688633.SH,20221021,张艺,F,董事会成员,董事,硕士,中国,1989,20180710,None
688633.SH,20221021,张艺,F,委员会成员,审计委员会委员,硕士,中国,1989,20191125,None
688633.SH,20221021,张艺,F,董事会成员,副董事长,硕士,中国,1989,20180710,None
688633.SH,20221021,孙建军,M,董事会成员,董事,专科,中国,1975,20180710,None
688633.SH,20221021,孙建军,M,高管,总经理,专科,中国,1975,20221020,None
688633.SH,20221021,夏斌,M,董事会成员,董事,专科,中国,1971,20180710,None
688633.SH,20221021,夏斌,M,委员会成员,战略委员会委员,专科,中国,1971,20191125,None
688633.SH,20220930,杨锦秋,F,监事,职工监事,硕士,中国,1989,20191021,None
688633.SH,20210305,王俊飞,M,高管,总经理助理,,中国,,20180710,None
688633.SH,20210305,张进尧,M,监事,监事会主席,专科,中国,1963,20180710,20221019
688633.SH,20210305,张进尧,M,监事,监事,专科,中国,1963,20180710,20221019
688633.SH,20210305,张跃华,M,委员会成员,薪酬与考核委员会委员,博士,中国,1969,20191125,20221019
688633.SH,20210305,张跃华,M,委员会成员,薪酬与考核委员会主任,博士,中国,1969,20191125,20221019
688633.SH,20210305,张跃华,M,董事会成员,独立董事,博士,中国,1969,20191114,20221019
688633.SH,20210305,张跃华,M,委员会成员,提名委员会委员,博士,中国,1969,20191125,20221019
688633.SH,20210305,张跃华,M,委员会成员,战略委员会委员,博士,中国,1969,20191125,20221019
688633.SH,20210305,孙建军,M,高管,副总经理,专科,中国,1975,20180710,20221019
688633.SH,20210305,夏斌,M,高管,总经理,专科,中国,1971,20180101,20221019
688633.SH,20210305,刘仍礼,M,核心技术人员,质保工程师,,中国,,20180710,None
