ts_code,ann_date,name,gender,lev,title,edu,national,birthday,begin_date,end_date
000999.SZ,20240801,梁征,M,高管,董事会秘书,硕士,中国,197806,20240731,None
000999.SZ,20240801,梁征,M,高管,代董事会秘书,硕士,中国,197806,20240516,20240731
000999.SZ,20240525,郭霆,M,高管,副总裁,硕士,中国,197303,20210621,20240523
000999.SZ,20240517,麦毅,M,高管,副总裁,本科,中国,196607,20150807,None
000999.SZ,20240517,陶然,M,监事,监事会主席,硕士,中国,196510,20190527,None
000999.SZ,20240517,邱华伟,M,董事会成员,董事长,本科,中国,196705,20211213,None
000999.SZ,20240517,邱华伟,M,委员会成员,提名委员会委员,本科,中国,196705,20240516,None
000999.SZ,20240517,邱华伟,M,委员会成员,投资委员会委员,本科,中国,196705,20221214,None
000999.SZ,20240517,邱华伟,M,委员会成员,投资委员会主任,本科,中国,196705,20221214,None
000999.SZ,20240517,邱华伟,M,委员会成员,战略委员会委员,本科,中国,196705,20221214,None
000999.SZ,20240517,邱华伟,M,委员会成员,战略委员会主任,本科,中国,196705,20221214,None
000999.SZ,20240517,邱华伟,M,高管,代法定代表人,本科,中国,196705,20240516,None
000999.SZ,20240517,邱华伟,M,高管,代总裁,本科,中国,196705,20240516,None
000999.SZ,20240517,贺震旦,M,委员会成员,提名委员会委员,博士,中国,196308,20240516,None
000999.SZ,20240517,贺震旦,M,委员会成员,提名委员会主任,博士,中国,196308,20240516,None
000999.SZ,20240517,贺震旦,M,委员会成员,投资委员会委员,博士,中国,196308,20240516,None
000999.SZ,20240517,贺震旦,M,委员会成员,战略委员会委员,博士,中国,196308,20240516,None
000999.SZ,20240517,白晓松,M,委员会成员,投资委员会委员,硕士,中国,197105,20221214,None
000999.SZ,20240517,白晓松,M,委员会成员,战略委员会委员,硕士,中国,197105,20221214,None
000999.SZ,20240517,王雁飞,M,高管,副总裁,硕士,中国,197210,20210621,None
000999.SZ,20240517,王轶,M,委员会成员,薪酬与考核委员会委员,硕士,中国,197707,20240516,None
000999.SZ,20240517,王轶,M,委员会成员,审计委员会委员,硕士,中国,197707,20240516,None
000999.SZ,20240517,王亮,M,高管,副总裁,硕士,中国,197805,20211230,None
000999.SZ,20240517,梁征,M,高管,财务总监,硕士,中国,197806,20191029,None
000999.SZ,20240517,杨旭东,M,委员会成员,薪酬与考核委员会委员,硕士,中国,196007,20220822,None
000999.SZ,20240517,李梦涓,F,委员会成员,薪酬与考核委员会委员,硕士,,196812,20240516,None
000999.SZ,20240517,李梦涓,F,委员会成员,薪酬与考核委员会主任,硕士,,196812,20240516,None
000999.SZ,20240517,李梦涓,F,委员会成员,提名委员会委员,硕士,,196812,20240516,None
000999.SZ,20240517,徐永前,M,高管,副总裁,本科,中国,197210,20230628,None
