ts_code,ann_date,name,gender,lev,title,edu,national,birthday,begin_date,end_date
688100.SH,20230622,黄守道,M,董事会成员,独立董事,博士,中国,196210,20230621,None
688100.SH,20230622,黄守道,M,委员会成员,战略委员会委员,博士,中国,196210,20230621,None
688100.SH,20230622,顾清扬,M,委员会成员,薪酬与考核委员会委员,博士,新加坡,196112,20230621,None
688100.SH,20230622,顾清扬,M,委员会成员,薪酬与考核委员会主任,博士,新加坡,196112,20230621,None
688100.SH,20230622,顾清扬,M,董事会成员,独立董事,博士,新加坡,196112,20230621,None
688100.SH,20230622,顾清扬,M,委员会成员,提名委员会委员,博士,新加坡,196112,20230621,None
688100.SH,20230622,顾清扬,M,委员会成员,提名委员会主任,博士,新加坡,196112,20230621,None
688100.SH,20230622,顾清扬,M,委员会成员,审计委员会委员,博士,新加坡,196112,20230621,None
688100.SH,20230622,钟诗军,M,监事,监事会主席,专科,中国,196704,201706,None
688100.SH,20230622,钟诗军,M,监事,监事,专科,中国,196704,201706,None
688100.SH,20230622,钟喜玉,F,高管,财务总监,硕士,中国,197505,201706,None
688100.SH,20230622,钟喜玉,F,高管,董事会秘书,硕士,中国,197505,201706,None
688100.SH,20230622,钟喜玉,F,高管,副总经理,硕士,中国,197505,20220225,None
688100.SH,20230622,范律,M,董事会成员,董事,硕士,中国,197603,201706,None
688100.SH,20230622,范律,M,高管,副总经理,硕士,中国,197603,20200623,None
688100.SH,20230622,王赜,F,监事,监事,硕士,中国,198612,201706,None
688100.SH,20230622,王学信,M,董事会成员,董事,硕士,中国,196208,201706,None
688100.SH,20230622,杨艳,F,委员会成员,薪酬与考核委员会委员,博士,中国,197604,20230621,None
688100.SH,20230622,杨艳,F,董事会成员,独立董事,博士,中国,197604,20230621,None
688100.SH,20230622,杨艳,F,委员会成员,提名委员会委员,博士,中国,197604,20230621,None
688100.SH,20230622,杨艳,F,委员会成员,审计委员会委员,博士,中国,197604,20230621,None
688100.SH,20230622,杨艳,F,委员会成员,审计委员会主任,博士,中国,197604,20230621,None
688100.SH,20230622,李鸿,F,董事会成员,董事长,硕士,中国,197506,20221222,None
688100.SH,20230622,李鸿,F,董事会成员,董事,硕士,中国,197506,201706,None
688100.SH,20230622,李鸿,F,高管,法定代表人,硕士,中国,197506,20221222,None
688100.SH,20230622,李鸿,F,委员会成员,战略委员会委员,硕士,中国,197506,201706,None
688100.SH,20230622,李鸿,F,委员会成员,战略委员会主任,硕士,中国,197506,20221222,None
688100.SH,20230622,李先怀,M,董事会成员,董事,硕士,中国,196609,201706,None
688100.SH,20230622,李先怀,M,高管,总经理,硕士,中国,196609,20221222,None
688100.SH,20230622,张振华,M,董事会成员,董事,本科,中国,197307,201706,None
688100.SH,20230622,张振华,M,高管,副总经理,本科,中国,197307,20220225,None
688100.SH,20230622,吉喆,M,委员会成员,薪酬与考核委员会委员,本科,中国香港,198310,20200623,None
688100.SH,20230622,吉喆,M,董事会成员,董事,本科,中国香港,198310,201706,None
688100.SH,20230622,吉喆,M,委员会成员,提名委员会委员,本科,中国香港,198310,20200623,None
688100.SH,20230622,吉喆,M,委员会成员,战略委员会委员,本科,中国香港,198310,201706,None
688100.SH,20230622,吉喆,M,委员会成员,审计委员会委员,本科,中国香港,198310,201706,None
688100.SH,20230622,傅晖,F,高管,总经理助理,本科,中国,197607,201706,None
688100.SH,20230622,余萱,F,其他,董事会证券事务代表,本科,中国,197911,20200623,None
688100.SH,20230605,刘奕妤,F,监事,职工监事,硕士,中国,198302,20230602,None
688100.SH,20221226,李鸿,F,高管,总经理,硕士,中国,197506,201706,20221222
688100.SH,20221226,李先怀,M,高管,副总经理,硕士,中国,196609,201706,20221222
688100.SH,20221226,吉喆,M,董事会成员,董事长,本科,中国香港,198310,201706,20221222
688100.SH,20221226,吉喆,M,高管,法定代表人,本科,中国香港,198310,201706,20221222
688100.SH,20221226,吉喆,M,委员会成员,战略委员会主任,本科,中国香港,198310,201706,20221222
688100.SH,20220226,张振华,M,高管,总经理助理,本科,中国,197307,201706,20220225
688100.SH,20200624,董新洲,,董事会成员,独立董事,博士,中国,196310,201706,20230621
688100.SH,20200624,董新洲,,委员会成员,战略委员会委员,博士,中国,196310,201706,20230621
688100.SH,20200624,王红艳,F,委员会成员,薪酬与考核委员会委员,硕士,中国,196702,201706,20230621
688100.SH,20200624,王红艳,F,委员会成员,薪酬与考核委员会主任,硕士,中国,196702,201706,20230621
688100.SH,20200624,王红艳,F,董事会成员,独立董事,硕士,中国,196702,201706,20230621
688100.SH,20200624,王红艳,F,委员会成员,提名委员会委员,硕士,中国,196702,201706,20230621
688100.SH,20200624,王红艳,F,委员会成员,提名委员会主任,硕士,中国,196702,201706,20230621
688100.SH,20200624,王红艳,F,委员会成员,审计委员会委员,硕士,中国,196702,201706,20230621
688100.SH,20200624,丁方飞,M,委员会成员,薪酬与考核委员会委员,博士,中国,197211,201706,20230621
688100.SH,20200624,丁方飞,M,董事会成员,独立董事,博士,中国,197211,201706,20230621
688100.SH,20200624,丁方飞,M,委员会成员,提名委员会委员,博士,中国,197211,201706,20230621
688100.SH,20200624,丁方飞,M,委员会成员,审计委员会委员,博士,中国,197211,201706,20230621
688100.SH,20200624,丁方飞,M,委员会成员,审计委员会主任,博士,中国,197211,201706,20230621
688100.SH,20200227,葛纯,M,其他,董事会证券事务代表,本科,中国,198707,20200226,20200622
688100.SH,20191227,马亮,M,核心技术人员,能效监测事业部总经理,硕士,中国,198109,201706,None
688100.SH,20191227,许健,M,核心技术人员,电力监测事业部总经理,本科,中国,198112,201706,None
688100.SH,20191227,范律,M,高管,总经理助理,硕士,中国,197603,201706,20200622
688100.SH,20191227,肖林松,M,核心技术人员,电网业务技术中心总工程师,硕士,中国,198010,201706,None
688100.SH,20191227,程立岩,F,监事,职工监事,本科,中国,196802,201706,20230602
688100.SH,20191227,王学信,M,委员会成员,薪酬与考核委员会委员,硕士,中国,196208,201706,20200622
688100.SH,20191227,李鸿,F,委员会成员,提名委员会委员,硕士,中国,197506,201706,20200622
688100.SH,20191227,朱政坚,M,核心技术人员,核心技术人员,博士,中国,197504,201706,None
