ts_code,ann_date,name,gender,lev,title,edu,national,birthday,begin_date,end_date
003006.SZ,20240420,刘嘉培,F,其他,董事会证券事务代表,本科,中国,199509,20240419,None
003006.SZ,20240330,陈凤,F,其他,董事会证券事务代表,硕士,中国,198804,20220324,20240330
003006.SZ,20231021,张黎,M,委员会成员,审计委员会委员,硕士,中国,1978,20210818,20231020
003006.SZ,20211230,李琳,F,其他,董事会证券事务代表,硕士,中国,1986,20201009,20211230
003006.SZ,20210819,陈莉,F,监事,监事,专科,中国,1970,20210818,20240826
003006.SZ,20210819,邓兴华,M,高管,销售总监,专科,中国,1977,20210818,20240826
003006.SZ,20210819,肖远照,M,高管,销售总监,本科,中国,1973,201808,20240826
003006.SZ,20210819,汪宣龙,M,监事,职工监事,本科,中国,1987,20201113,20240826
003006.SZ,20210819,梁远东,M,高管,销售总监,本科,中国,1973,20210818,20240826
003006.SZ,20210819,曹业林,M,委员会成员,薪酬与考核委员会委员,本科,中国,1981,20210818,20240826
003006.SZ,20210819,晏国菀,F,委员会成员,薪酬与考核委员会委员,博士,中国,1971,20210818,20240826
003006.SZ,20210819,晏国菀,F,董事会成员,独立董事,博士,中国,1971,20210818,20240826
003006.SZ,20210819,晏国菀,F,委员会成员,提名委员会委员,博士,中国,1971,20210818,20240826
003006.SZ,20210819,晏国菀,F,委员会成员,审计委员会委员,博士,中国,1971,20210818,20240826
003006.SZ,20210819,晏国菀,F,委员会成员,审计委员会主任,博士,中国,1971,20210818,20240826
003006.SZ,20210819,彭海麟,M,董事会成员,董事,专科,中国,1976,201808,20240826
003006.SZ,20210819,彭海麟,M,高管,生产总监,专科,中国,1976,201808,20240826
003006.SZ,20210819,彭海麟,M,委员会成员,提名委员会委员,专科,中国,1976,20210818,20240826
003006.SZ,20210819,吴永英,F,监事,职工监事,专科,中国,1977,20210818,20240826
003006.SZ,20210819,侯茜,F,委员会成员,薪酬与考核委员会委员,博士,中国,1973,20210818,20240826
003006.SZ,20210819,侯茜,F,董事会成员,独立董事,博士,中国,1973,201808,20240826
003006.SZ,20210819,侯茜,F,委员会成员,提名委员会委员,博士,中国,1973,20210818,20240826
003006.SZ,20210819,侯茜,F,委员会成员,提名委员会主任,博士,中国,1973,20210818,20240826
003006.SZ,20210819,侯茜,F,委员会成员,战略委员会委员,博士,中国,1973,20210818,20240826
003006.SZ,20210819,侯茜,F,委员会成员,审计委员会委员,博士,中国,1973,20210818,20240826
003006.SZ,20201114,梁远东,M,监事,监事,本科,中国,1973,20201113,20210817
003006.SZ,20200901,郝颖,M,董事会成员,独立董事,博士,中国,1976,201808,20210817
003006.SZ,20200901,王义均,F,其他,销售总监,专科,中国,1961,201808,20210817
003006.SZ,20200901,涂江涛,M,监事,职工监事,中职,中国,1975,201808,20210817
003006.SZ,20200901,张翼,M,董事会成员,董事,硕士,中国,1980,201808,20210817
003006.SZ,20200901,康雁,M,董事会成员,独立董事,硕士,加拿大,1972,201808,20210817
