ts_code,ann_date,name,gender,lev,title,edu,national,birthday,begin_date,end_date
300950.SZ,20240701,刘宝江,M,高管,副总经理,本科,中国,1978,20181010,20240628
300950.SZ,20240206,高琳琳,F,高管,财务总监,本科,中国,1986,20240202,None
300950.SZ,20240206,高琳琳,F,高管,副总经理,本科,中国,1986,20240202,None
300950.SZ,20240206,李环玉,M,高管,副总经理,本科,中国,1968,20181010,20240202
300950.SZ,20240206,崔建波,M,高管,副总经理,本科,中国,1967,20181010,20240202
300950.SZ,20240206,宋超,M,高管,董事会秘书,硕士,中国,1986,20240202,None
300950.SZ,20240206,姜丽,F,高管,代财务总监,,,,20211101,20240202
300950.SZ,20240206,刘宝江,M,高管,董事会秘书,本科,中国,1978,20131020,20240202
300950.SZ,20231225,邢聪明,M,委员会成员,审计委员会委员,本科,中国,1988,20231222,20241009
300950.SZ,20231225,刘汝刚,M,委员会成员,审计委员会委员,本科,中国,1970,20190212,20231222
300950.SZ,20211101,李优先,M,高管,财务总监,本科,中国,1974,20131010,20211101
300950.SZ,20211011,魏振文,M,高管,法定代表人,硕士,中国,1965,20131109,None
300950.SZ,20211011,郭俊美,F,监事,监事会主席,本科,中国,1980,20181010,20241009
300950.SZ,20211011,邢聪明,M,委员会成员,薪酬与考核委员会委员,本科,中国,1988,20211009,20241009
300950.SZ,20211011,邢聪明,M,委员会成员,薪酬与考核委员会主任,本科,中国,1988,20211009,20241009
300950.SZ,20211011,邢聪明,M,委员会成员,提名委员会委员,本科,中国,1988,20211009,20241009
300950.SZ,20211011,宋超,M,高管,副总经理,硕士,中国,1986,20211009,20241009
300950.SZ,20211011,刘汝刚,M,委员会成员,战略委员会委员,本科,中国,1970,20190212,20241009
300950.SZ,20211011,刘汝刚,M,高管,总经理,本科,中国,1970,20181010,20241009
300950.SZ,20211011,于培友,M,委员会成员,薪酬与考核委员会委员,博士,中国,197709,20190212,20241009
300950.SZ,20211011,于培友,M,委员会成员,审计委员会委员,博士,中国,197709,20190212,20241009
300950.SZ,20211011,于培友,M,委员会成员,审计委员会主任,博士,中国,197709,20190212,20241009
300950.SZ,20211008,陈丹,F,董事会成员,董事,硕士,中国,1983,20181010,20241009
300950.SZ,20211008,郭俊美,F,监事,监事,本科,中国,1980,20181010,20241009
300950.SZ,20211008,邢聪明,M,董事会成员,独立董事,本科,中国,1988,20211008,20241009
300950.SZ,20211008,赵淑军,M,监事,监事,硕士,中国,1987,20181010,20241009
300950.SZ,20211008,李环玉,M,董事会成员,董事,本科,中国,1968,20181010,20241009
300950.SZ,20211008,崔建波,M,董事会成员,董事,本科,中国,1967,20181010,20241009
300950.SZ,20211008,于培友,M,董事会成员,独立董事,博士,中国,197709,20181010,20241009
300950.SZ,20210923,张晓,F,监事,职工监事,硕士,中国,1982,20181010,20240923
300950.SZ,20210205,金延超,M,核心技术人员,研发部部长,硕士,中国,198701,20181010,None
300950.SZ,20210205,郭俊美,F,其他,客户关系部副部长,本科,中国,1980,20181010,None
300950.SZ,20210205,赵淑军,M,其他,焊接工程师,硕士,中国,1987,20181010,None
300950.SZ,20210205,葛宝荣,F,核心技术人员,质量总监,硕士,中国,197507,20181010,None
300950.SZ,20210205,葛宝荣,F,核心技术人员,综合部部长,硕士,中国,197507,20181010,None
300950.SZ,20210205,葛宝荣,F,核心技术人员,人力资源部部长,硕士,中国,197507,20181010,None
300950.SZ,20210205,王岩,M,董事会成员,董事,硕士,中国,1979,20181010,20211007
300950.SZ,20210205,牛彩萍,F,委员会成员,薪酬与考核委员会委员,硕士,中国,1975,20190212,20211007
300950.SZ,20210205,牛彩萍,F,委员会成员,薪酬与考核委员会主任,硕士,中国,1975,20190212,20211007
300950.SZ,20210205,牛彩萍,F,委员会成员,提名委员会委员,硕士,中国,1975,20190212,20211007
300950.SZ,20210205,张晓,F,核心技术人员,设计部副部长,硕士,中国,1982,20181010,None
300950.SZ,20210205,孟继安,M,委员会成员,提名委员会委员,博士,中国,1964,20190212,20211007
300950.SZ,20210205,孟继安,M,委员会成员,提名委员会主任,博士,中国,1964,20190212,20211007
300950.SZ,20210205,孟继安,M,委员会成员,战略委员会委员,博士,中国,1964,20190212,20211007
300950.SZ,20210205,孟继安,M,委员会成员,审计委员会委员,博士,中国,1964,20190212,20211007
300950.SZ,20210205,于国庆,M,核心技术人员,设计部部长,本科,中国,1965,20181010,None
300950.SZ,20200908,牛彩萍,F,董事会成员,独立董事,硕士,中国,1975,20181010,20211007
300950.SZ,20200908,孟继安,M,董事会成员,独立董事,博士,中国,1964,20181010,20211007
