ts_code,ann_date,name,gender,lev,title,edu,national,birthday,begin_date,end_date
600865.SH,20240702,曾钱欣,M,高管,副总经理,硕士,中国,198111,20240701,None
600865.SH,20230926,潘超,F,高管,财务总监,硕士,中国,1980,20220519,20230925
600865.SH,20230926,丰奕晓,F,高管,财务总监,本科,中国,198810,20230925,None
600865.SH,20230920,丰奕晓,F,监事,职工监事,本科,中国,198810,20200416,20230918
600865.SH,20230920,丁晓兰,F,监事,职工监事,本科,中国,198706,20230918,None
600865.SH,20230428,魏敏,F,监事,监事会主席,本科,中国,197707,20230427,None
600865.SH,20230428,魏敏,F,监事,监事,本科,中国,197707,20230427,None
600865.SH,20230428,高峰,M,董事会成员,董事,硕士,中国,197502,20160428,None
600865.SH,20230428,陈琳玲,F,高管,董事会秘书,本科,中国,198010,20160201,None
600865.SH,20230428,陈琳玲,F,董事会成员,董事,本科,中国,198010,20170508,None
600865.SH,20230428,董振东,M,董事会成员,董事,硕士,中国,197508,20140520,None
600865.SH,20230428,董振东,M,委员会成员,战略委员会委员,硕士,中国,197508,20171222,None
600865.SH,20230428,罗春华,F,董事会成员,独立董事,博士,中国,197208,20230427,None
600865.SH,20230428,罗春华,F,委员会成员,战略委员会委员,博士,中国,197208,20230427,None
600865.SH,20230428,罗春华,F,委员会成员,审计委员会委员,博士,中国,197208,20230427,None
600865.SH,20230428,罗春华,F,委员会成员,审计委员会主席,博士,中国,197208,20230427,None
600865.SH,20230428,童民强,M,委员会成员,薪酬与考核委员会委员,硕士,中国,195809,20230427,None
600865.SH,20230428,童民强,M,董事会成员,独立董事,硕士,中国,195809,20230427,None
600865.SH,20230428,童民强,M,委员会成员,提名委员会委员,硕士,中国,195809,20230427,None
600865.SH,20230428,童民强,M,委员会成员,提名委员会主席,硕士,中国,195809,20230427,None
600865.SH,20230428,童民强,M,委员会成员,审计委员会委员,硕士,中国,195809,20230427,None
600865.SH,20230428,柳宇涛,F,董事会成员,董事,硕士,中国,197911,20230427,None
600865.SH,20230428,方颖,F,其他,董事会证券事务代表,本科,中国,1982,20110804,None
600865.SH,20230428,吴南平,M,委员会成员,薪酬与考核委员会委员,硕士,中国,196109,20230427,None
600865.SH,20230428,吴南平,M,董事会成员,董事长,硕士,中国,196109,20230427,None
600865.SH,20230428,吴南平,M,董事会成员,董事,硕士,中国,196109,20230427,None
600865.SH,20230428,吴南平,M,高管,法定代表人,硕士,中国,196109,20230427,None
600865.SH,20230428,吴南平,M,委员会成员,提名委员会委员,硕士,中国,196109,20230427,None
600865.SH,20230428,吴南平,M,委员会成员,战略委员会委员,硕士,中国,196109,20230427,None
600865.SH,20230428,吴南平,M,委员会成员,战略委员会主席,硕士,中国,196109,20230427,None
600865.SH,20230428,傅海英,F,监事,监事,本科,中国,198005,20200508,None
600865.SH,20230428,何超,M,委员会成员,薪酬与考核委员会委员,硕士,中国,195901,20200508,None
600865.SH,20230428,何超,M,委员会成员,薪酬与考核委员会主席,硕士,中国,195901,20200508,None
600865.SH,20230428,何超,M,董事会成员,独立董事,硕士,中国,195901,20200508,None
600865.SH,20230428,何超,M,委员会成员,提名委员会委员,硕士,中国,195901,20200508,None
600865.SH,20221201,陈琳玲,F,委员会成员,战略委员会委员,本科,中国,198010,20170508,20221130
600865.SH,20221201,董振东,M,委员会成员,审计委员会委员,硕士,中国,197508,20171222,20221130
600865.SH,20221201,沈慧芬,F,委员会成员,提名委员会委员,博士,中国,196512,20200508,20221130
600865.SH,20221201,何超,M,委员会成员,战略委员会委员,硕士,中国,195901,20200508,20221130
600865.SH,20221201,严建苗,M,委员会成员,提名委员会委员,博士,中国,1965,20170508,20221130
600865.SH,20220520,沈红霞,F,高管,财务总监,本科,中国,1971,20170508,20220519
600865.SH,20210417,董振东,M,高管,执行副总经理,硕士,中国,197508,20171222,20210415
600865.SH,20210417,王卫红,F,高管,副总经理,硕士,中国,196609,20170508,20210415
