ts_code,ann_date,name,gender,lev,title,edu,national,birthday,begin_date,end_date
688081.SH,20230921,陈爱民,M,董事会成员,董事,硕士,中国,196809,20170621,None
688081.SH,20230921,陈爱民,M,委员会成员,战略委员会委员,硕士,中国,196809,20200629,None
688081.SH,20230921,陈爱民,M,高管,副总经理,硕士,中国,196809,20170621,None
688081.SH,20230921,陈尧,F,其他,董事会证券事务代表,本科,中国,198901,20200629,None
688081.SH,20230921,陈升亮,M,监事,监事会主席,本科,中国,197912,20170621,None
688081.SH,20230921,程解珍,F,监事,监事,博士,中国,197811,20170621,None
688081.SH,20230921,程家明,M,董事会成员,董事长,本科,中国,196906,20170621,None
688081.SH,20230921,程家明,M,董事会成员,董事,本科,中国,196906,20170621,None
688081.SH,20230921,程家明,M,高管,法定代表人,本科,中国,196906,20170621,None
688081.SH,20230921,程家明,M,委员会成员,提名委员会委员,本科,中国,196906,20200629,None
688081.SH,20230921,程家明,M,委员会成员,战略委员会委员,本科,中国,196906,20200629,None
688081.SH,20230921,程家明,M,委员会成员,战略委员会主任,本科,中国,196906,20200629,None
688081.SH,20230921,程家明,M,高管,总经理,本科,中国,196906,20170621,None
688081.SH,20230921,程家明,M,高管,代财务总监,本科,中国,196906,20220826,None
688081.SH,20230921,王显利,M,高管,副总经理,硕士,中国,197104,20170621,None
688081.SH,20230921,方梦兰,F,董事会成员,董事,专科,中国,196304,20230920,None
688081.SH,20230921,孔繁东,M,高管,副总经理,本科,中国,197610,20170621,None
688081.SH,20230921,姚小华,F,委员会成员,薪酬与考核委员会委员,本科,中国,198407,20200629,None
688081.SH,20230921,姚小华,F,高管,董事会秘书,本科,中国,198407,20170621,None
688081.SH,20230921,姚小华,F,董事会成员,董事,本科,中国,198407,20170621,None
688081.SH,20230921,姚小华,F,高管,副总经理,本科,中国,198407,20170621,None
688081.SH,20230921,任青,F,监事,监事,本科,中国,197909,20181212,None
688081.SH,20230830,陈升亮,M,监事,职工监事,本科,中国,197912,20170621,None
688081.SH,20220826,马超,M,高管,财务总监,本科,中国,198302,20190304,20220826
688081.SH,20200630,黄加,F,董事会成员,董事,硕士,中国,198509,20181212,20230920
688081.SH,20200630,陈爱民,M,委员会成员,审计委员会委员,硕士,中国,196809,20200629,20230920
688081.SH,20191216,陈升亮,M,高管,技术总监,本科,中国,197912,201605,None
688081.SH,20191216,周志祥,M,核心技术人员,终端产品部负责人,本科,中国,198312,201709,None
688081.SH,20191216,周志祥,M,高管,技术总监,本科,中国,198312,2016,None
