trade_date,ts_code,name,close,change,rank,market_type,amount,net_amount,buy,sell
20240417,000333.SZ,美的集团,68.58,0.3953,5,3,688537700.0,-72264746.0,308136477.0,380401223.0
20240417,000625.SZ,长安汽车,17.13,3.6925,4,3,724986022.0,40574272.0,382780147.0,342205875.0
20240417,000858.SZ,五粮液,145.3,0.2276,6,3,676979032.0,-328913198.0,174032917.0,502946115.0
20240417,002050.SZ,三花智控,20.9,0.5775,9,3,575023304.0,-115534794.0,229744255.0,345279049.0
20240417,002371.SZ,北方华创,310.75,0.5566,8,3,586135073.0,47232607.0,316683840.0,269451233.0
20240417,002594.SZ,比亚迪,213.0,0.6474,10,3,574005035.0,-306452843.0,133776096.0,440228939.0
20240417,300274.SZ,阳光电源,99.06,-0.0404,3,3,732810378.0,-330731798.0,201039290.0,531771088.0
20240417,300308.SZ,中际旭创,174.61,4.9591,2,3,831122073.0,28897537.0,430009805.0,401112268.0
20240417,300750.SZ,宁德时代,195.99,-0.5884,1,3,1842082894.0,-612593998.0,614744448.0,1227338446.0
20240417,300760.SZ,迈瑞医疗,272.56,1.7774,7,3,670597762.0,79218652.0,374908207.0,295689555.0
20240417,600036.SH,招商银行,33.3,1.6794,8,1,514123606.0,-150381316.0,181871145.0,332252461.0
20240417,600519.SH,贵州茅台,1667.0,-0.1796,1,1,1309579841.0,-603624293.0,352977774.0,956602067.0
20240417,601127.SH,赛力斯,94.66,8.3562,5,1,624376443.0,-250479315.0,186948564.0,437427879.0
20240417,601138.SH,工业富联,22.5,3.1637,3,1,1130910187.0,-528641161.0,301134513.0,829775674.0
20240417,601288.SH,农业银行,4.46,0.6772,10,1,484226134.0,-73881718.0,205172208.0,279053926.0
20240417,601766.SH,中国中车,7.88,2.8721,6,1,577969909.0,-30140041.0,273914934.0,304054975.0
20240417,601857.SH,中国石油,10.93,0.2752,7,1,558036112.0,-226123396.0,165956358.0,392079754.0
20240417,601888.SH,中国中免,77.17,1.7403,9,1,500201839.0,-234988907.0,132606466.0,367595373.0
20240417,601899.SH,紫金矿业,18.08,0.7804,2,1,1225068442.0,-149593254.0,537737594.0,687330848.0
20240417,603986.SH,兆易创新,75.76,10.0044,4,1,677592552.0,20944404.0,349268478.0,328324074.0
