trade_date,ts_code,name,close,change,rank,market_type,amount,net_amount,buy,sell
20250902,000063.SZ,中兴通讯,44.83,-3.17,9,3,1530650579.0,,,
20250902,002371.SZ,北方华创,378.51,0.67,5,3,2574619286.0,,,
20250902,002475.SZ,立讯精密,43.8,-1.47,10,3,1470557989.0,,,
20250902,002594.SZ,比亚迪,110.02,0.32,7,3,2221167860.0,,,
20250902,300059.SZ,东方财富,27.85,-0.84,8,3,2173562314.0,,,
20250902,300308.SZ,中际旭创,384.0,-22.1,1,3,5510214890.0,,,
20250902,300394.SZ,天孚通信,199.18,-22.98,6,3,2389650381.0,,,
20250902,300476.SZ,胜宏科技,270.5,0.13,3,3,3718504098.0,,,
20250902,300502.SZ,新易盛,358.2,-30.3,2,3,4280878443.0,,,
20250902,300750.SZ,宁德时代,302.87,-1.13,4,3,3125481840.0,,,
20250902,600036.SH,招商银行,43.44,1.46,10,1,1329202678.0,,,
20250902,600276.SH,恒瑞医药,68.87,0.52,6,1,1986373140.0,,,
20250902,600519.SH,贵州茅台,1491.3,15.2,2,1,3004431560.0,,,
20250902,601127.SH,赛力斯,146.94,3.05,9,1,1527897567.0,,,
20250902,601138.SH,工业富联,53.88,-1.74,5,1,2545067216.0,,,
20250902,601899.SH,紫金矿业,24.41,0.03,4,1,2679940599.0,,,
20250902,603259.SH,药明康德,112.0,0.42,1,1,3728203936.0,,,
20250902,603986.SH,兆易创新,176.0,1.12,7,1,1932381100.0,,,
20250902,688041.SH,海光信息,201.89,-7.07,8,1,1824616799.0,,,
20250902,688256.SH,寒武纪,1480.0,31.61,3,1,2687591811.0,,,
