trade_date,ts_code,name,close,change,rank,market_type,amount,net_amount,buy,sell
20240723,000625.SZ,长安汽车,15.14,-3.6896,10,3,474249148.0,126846842.0,300547995.0,173701153.0
20240723,000858.SZ,五粮液,126.8,-3.3684,3,3,811346452.0,-269776758.0,270784847.0,540561605.0
20240723,002241.SZ,歌尔股份,22.1,-2.8998,8,3,505492725.0,149717321.0,327605023.0,177887702.0
20240723,002371.SZ,北方华创,335.57,-5.048,5,3,718185192.0,-59439268.0,329372962.0,388812230.0
20240723,002475.SZ,立讯精密,38.43,-3.2477,2,3,934129803.0,72119943.0,503124873.0,431004930.0
20240723,002594.SZ,比亚迪,253.23,-4.661,1,3,1282305831.0,410348105.0,846326968.0,435978863.0
20240723,300274.SZ,阳光电源,71.8,-3.1301,9,3,500678007.0,232449933.0,366563970.0,134114037.0
20240723,300308.SZ,中际旭创,130.92,-2.734,6,3,603053392.0,-226942244.0,188055574.0,414997818.0
20240723,300750.SZ,宁德时代,186.2,-1.7518,4,3,786028486.0,-147872402.0,319078042.0,466950444.0
20240723,300760.SZ,迈瑞医疗,276.6,-2.657,7,3,570988930.0,6915318.0,288952124.0,282036806.0
20240723,600030.SH,中信证券,19.2,-4.9034,5,1,828352514.0,-64754758.0,381798878.0,446553636.0
20240723,600276.SH,恒瑞医药,41.41,-3.1798,9,1,613614095.0,-48333709.0,282640193.0,330973902.0
20240723,600519.SH,贵州茅台,1455.0,-2.9353,1,1,1377144730.0,-336174200.0,520485265.0,856659465.0
20240723,600733.SH,北汽蓝谷,8.86,-4.9356,6,1,716053696.0,-101780122.0,307136787.0,408916909.0
20240723,600900.SH,长江电力,30.67,0.9546,2,1,1024856851.0,-225806947.0,399524952.0,625331899.0
20240723,601138.SH,工业富联,24.54,-1.4853,4,1,909989364.0,218519648.0,564254506.0,345734858.0
20240723,601288.SH,农业银行,4.74,2.1552,10,1,597574587.0,254382809.0,425978698.0,171595889.0
20240723,601398.SH,工商银行,6.01,2.911,7,1,701637171.0,218538179.0,460087675.0,241549496.0
20240723,601899.SH,紫金矿业,16.52,-6.1364,3,1,994984987.0,160045187.0,577515087.0,417469900.0
20240723,688256.SH,寒武纪,248.46,-6.3193,8,1,689569574.0,257061744.0,473315659.0,216253915.0
