trade_date,ts_code,name,close,change,rank,market_type,amount,net_amount,buy,sell
20250220,000977.SZ,浪潮信息,63.36,-1.21,10,3,717055603.0,,,
20250220,002031.SZ,巨轮智能,9.16,0.27,9,3,720940802.0,,,
20250220,002241.SZ,歌尔股份,29.59,1.05,7,3,768586881.0,,,
20250220,002261.SZ,拓维信息,37.96,1.64,6,3,779871903.0,,,
20250220,002371.SZ,北方华创,456.0,-1.0,4,3,1074743605.0,,,
20250220,002475.SZ,立讯精密,43.95,1.2,3,3,1173295083.0,,,
20250220,002594.SZ,比亚迪,362.78,4.28,1,3,2035797471.0,,,
20250220,002600.SZ,领益智造,10.6,0.61,8,3,753611313.0,,,
20250220,300059.SZ,东方财富,23.57,-0.25,5,3,964530470.0,,,
20250220,300750.SZ,宁德时代,270.2,-3.35,2,3,1485084766.0,,,
20250220,600036.SH,招商银行,41.85,-0.13,6,1,719302966.0,,,
20250220,600050.SH,中国联通,6.2,-0.24,5,1,809051618.0,,,
20250220,600276.SH,恒瑞医药,46.5,1.79,7,1,690819414.0,,,
20250220,600519.SH,贵州茅台,1474.0,-17.0,2,1,1248486027.0,,,
20250220,601100.SH,恒立液压,82.32,3.41,8,1,654579880.0,,,
20250220,601138.SH,工业富联,22.62,-0.62,3,1,862641011.0,,,
20250220,603259.SH,药明康德,64.36,1.86,4,1,833417795.0,,,
20250220,603501.SH,韦尔股份,152.99,-4.97,1,1,1252787007.0,,,
20250220,603986.SH,兆易创新,128.39,0.88,9,1,639835822.0,,,
20250220,688041.SH,海光信息,136.15,-1.22,10,1,617558879.0,,,
