trade_date,ts_code,name,close,change,rank,market_type,amount,net_amount,buy,sell
20250124,000063.SZ,中兴通讯,42.92,1.82,4,3,1125532064.0,,,
20250124,000333.SZ,美的集团,72.82,-0.59,9,3,848765583.0,,,
20250124,002130.SZ,沃尔核材,28.37,0.65,10,3,760122590.0,,,
20250124,002241.SZ,歌尔股份,28.15,1.71,6,3,1024909317.0,,,
20250124,002371.SZ,北方华创,379.41,-6.3,8,3,896832711.0,,,
20250124,002475.SZ,立讯精密,40.97,1.35,2,3,1404402927.0,,,
20250124,300059.SZ,东方财富,24.09,0.36,3,3,1204899117.0,,,
20250124,300308.SZ,中际旭创,128.25,0.5,5,3,1049068637.0,,,
20250124,300502.SZ,新易盛,134.49,-2.21,7,3,928519056.0,,,
20250124,300750.SZ,宁德时代,260.62,4.35,1,3,2208061015.0,,,
20250124,600036.SH,招商银行,40.26,0.43,6,1,832443736.0,,,
20250124,600183.SH,生益科技,30.62,0.66,5,1,871295700.0,,,
20250124,600519.SH,贵州茅台,1436.0,-7.0,1,1,1938914099.0,,,
20250124,600584.SH,长电科技,40.63,1.23,9,1,661274424.0,,,
20250124,601138.SH,工业富联,23.35,0.35,3,1,1055756674.0,,,
20250124,601211.SH,国泰君安,18.23,1.04,4,1,883067196.0,,,
20250124,601318.SH,中国平安,50.86,0.49,7,1,800298195.0,,,
20250124,601727.SH,上海电气,7.74,-0.08,8,1,734692231.0,,,
20250124,603986.SH,兆易创新,130.5,0.03,2,1,1055851100.0,,,
20250124,688041.SH,海光信息,131.0,0.46,10,1,645742127.0,,,
