trade_date,ts_code,name,close,change,rank,market_type,amount,net_amount,buy,sell
20240930,000001.SZ,平安银行,12.21,0.79,10,3,1974416572.0,,,
20240930,000333.SZ,美的集团,76.06,3.06,5,3,2810541371.0,,,
20240930,000651.SZ,格力电器,47.94,3.54,4,3,3014022066.0,,,
20240930,000858.SZ,五粮液,162.51,14.77,2,3,4267262808.0,,,
20240930,002475.SZ,立讯精密,43.46,2.98,8,3,2161257901.0,,,
20240930,002594.SZ,比亚迪,307.31,23.32,3,3,3172889396.0,,,
20240930,300059.SZ,东方财富,20.3,3.38,9,3,1986957728.0,,,
20240930,300308.SZ,中际旭创,154.86,21.26,7,3,2263154721.0,,,
20240930,300750.SZ,宁德时代,251.89,25.08,1,3,8133365170.0,,,
20240930,300760.SZ,迈瑞医疗,293.0,27.97,6,3,2797406088.0,,,
20240930,600036.SH,招商银行,37.61,1.98,5,1,3419944886.0,,,
20240930,600519.SH,贵州茅台,1748.0,118.8,1,1,9110833231.0,,,
20240930,600887.SH,伊利股份,29.07,1.47,8,1,1881407369.0,,,
20240930,600900.SH,长江电力,30.05,1.06,3,1,3623658982.0,,,
20240930,601138.SH,工业富联,25.19,2.19,6,1,2991806140.0,,,
20240930,601166.SH,兴业银行,19.27,0.93,10,1,1630072506.0,,,
20240930,601288.SH,农业银行,4.8,0.1,9,1,1805605928.0,,,
20240930,601318.SH,中国平安,57.09,5.19,4,1,3598915168.0,,,
20240930,601398.SH,工商银行,6.18,0.17,7,1,2012043314.0,,,
20240930,601899.SH,紫金矿业,18.14,0.63,2,1,3713325671.0,,,
