trade_date,ts_code,name,close,change,rank,market_type,amount,net_amount,buy,sell
20250317,000001.SZ,平安银行,11.5,-0.47,8,3,1225769334.0,,,
20250317,000333.SZ,美的集团,71.88,0.01,6,3,1416628806.0,,,
20250317,000568.SZ,泸州老窖,142.94,-0.67,9,3,1007188385.0,,,
20250317,000858.SZ,五粮液,139.84,-0.96,2,3,2342859059.0,,,
20250317,002475.SZ,立讯精密,40.67,-0.33,10,3,677371859.0,,,
20250317,002594.SZ,比亚迪,380.25,4.31,4,3,1688246117.0,,,
20250317,300059.SZ,东方财富,24.08,-0.35,3,3,1744532445.0,,,
20250317,300124.SZ,汇川技术,70.41,-3.31,7,3,1383082992.0,,,
20250317,300476.SZ,胜宏科技,92.14,10.14,5,3,1529367118.0,,,
20250317,300750.SZ,宁德时代,256.0,-6.0,1,3,3155961616.0,,,
20250317,600031.SH,三一重工,20.43,-0.06,3,1,1575499624.0,,,
20250317,600036.SH,招商银行,45.04,-0.12,4,1,1573379883.0,,,
20250317,600519.SH,贵州茅台,1637.86,9.85,1,1,3494047817.0,,,
20250317,600809.SH,山西汾酒,228.93,6.08,2,1,1697207460.0,,,
20250317,600887.SH,伊利股份,29.11,-0.64,6,1,923340704.0,,,
20250317,601318.SH,中国平安,53.38,-0.09,9,1,721307064.0,,,
20250317,601398.SH,工商银行,6.81,0.06,8,1,804794542.0,,,
20250317,601899.SH,紫金矿业,17.21,-0.27,5,1,1111492081.0,,,
20250317,688041.SH,海光信息,154.79,-2.09,10,1,698941842.0,,,
20250317,688256.SH,寒武纪,751.7,-6.3,7,1,904778035.0,,,
