trade_date,ts_code,name,close,change,rank,market_type,amount,net_amount,buy,sell
20250312,000063.SZ,中兴通讯,38.78,1.72,5,3,1056660275.0,,,
20250312,000333.SZ,美的集团,70.1,-0.83,10,3,733303677.0,,,
20250312,000858.SZ,五粮液,132.97,-2.23,4,3,1075675574.0,,,
20250312,000977.SZ,浪潮信息,59.49,0.67,9,3,784786700.0,,,
20250312,002195.SZ,岩山科技,6.77,-0.2,8,3,787989747.0,,,
20250312,002352.SZ,顺丰控股,43.04,0.71,7,3,867779313.0,,,
20250312,002594.SZ,比亚迪,351.0,0.62,2,3,1445169183.0,,,
20250312,300059.SZ,东方财富,23.61,0.23,1,3,1479928328.0,,,
20250312,300476.SZ,胜宏科技,69.84,-0.05,6,3,1003658793.0,,,
20250312,300750.SZ,宁德时代,254.5,-0.7,3,3,1236110789.0,,,
20250312,600030.SH,中信证券,27.3,0.0,8,1,583442808.0,,,
20250312,600031.SH,三一重工,20.16,-0.38,10,1,575830872.0,,,
20250312,600036.SH,招商银行,43.54,0.03,4,1,734243689.0,,,
20250312,600309.SH,万华化学,67.83,-1.35,6,1,659295944.0,,,
20250312,600519.SH,贵州茅台,1542.58,-6.1,1,1,1998394705.0,,,
20250312,600900.SH,长江电力,27.12,-0.07,9,1,580466857.0,,,
20250312,601318.SH,中国平安,51.15,-0.35,7,1,648682793.0,,,
20250312,603501.SH,韦尔股份,140.88,-1.62,5,1,660751204.0,,,
20250312,688041.SH,海光信息,162.42,4.41,2,1,1631132768.0,,,
20250312,688256.SH,寒武纪,774.0,-18.0,3,1,806228829.0,,,
