trade_date,ts_code,name,close,change,rank,market_type,amount,net_amount,buy,sell
20250730,000333.SZ,美的集团,72.11,0.87,9,3,958825092.0,,,
20250730,002371.SZ,北方华创,349.2,4.41,7,3,1085835197.0,,,
20250730,002436.SZ,兴森科技,18.59,0.32,10,3,806202646.0,,,
20250730,002594.SZ,比亚迪,108.7,-2.72,4,3,1676045406.0,,,
20250730,300059.SZ,东方财富,23.81,-0.37,6,3,1328789738.0,,,
20250730,300308.SZ,中际旭创,210.6,0.67,2,3,1813968925.0,,,
20250730,300476.SZ,胜宏科技,192.07,2.82,3,3,1762679288.0,,,
20250730,300502.SZ,新易盛,190.35,-3.04,5,3,1668892809.0,,,
20250730,300750.SZ,宁德时代,277.09,-14.73,1,3,3905759968.0,,,
20250730,300760.SZ,迈瑞医疗,237.96,6.14,8,3,1011038513.0,,,
20250730,600111.SH,北方稀土,39.59,0.16,5,1,1122771135.0,,,
20250730,600276.SH,恒瑞医药,63.59,-0.21,2,1,2048778350.0,,,
20250730,600309.SH,万华化学,63.84,1.88,8,1,849308766.0,,,
20250730,600418.SH,江淮汽车,49.89,-1.2,9,1,812197416.0,,,
20250730,600519.SH,贵州茅台,1449.44,10.44,4,1,1330586787.0,,,
20250730,601138.SH,工业富联,33.28,2.09,3,1,1674141095.0,,,
20250730,601318.SH,中国平安,60.71,1.22,6,1,1023990438.0,,,
20250730,601899.SH,紫金矿业,19.82,0.23,10,1,760834481.0,,,
20250730,603259.SH,药明康德,98.85,0.16,1,1,2064947886.0,,,
20250730,688256.SH,寒武纪,684.7,-26.08,7,1,941279963.0,,,
