trade_date,ts_code,name,close,change,rank,market_type,amount,net_amount,buy,sell
20241230,000063.SZ,中兴通讯,40.8,0.72,2,3,1708140103.0,,,
20241230,000333.SZ,美的集团,75.32,-0.1,7,3,738265744.0,,,
20241230,000725.SZ,京东方A,4.45,0.11,9,3,676539640.0,,,
20241230,000977.SZ,浪潮信息,53.07,-0.36,6,3,767940703.0,,,
20241230,000988.SZ,华工科技,44.7,1.72,5,3,864454935.0,,,
20241230,002130.SZ,沃尔核材,27.8,-1.42,4,3,972883021.0,,,
20241230,002281.SZ,光迅科技,55.49,-0.51,10,3,676311182.0,,,
20241230,300059.SZ,东方财富,27.16,0.61,3,3,1265506731.0,,,
20241230,300502.SZ,新易盛,120.44,-8.98,8,3,724000924.0,,,
20241230,300750.SZ,宁德时代,266.58,4.58,1,3,2450867011.0,,,
20241230,600030.SH,中信证券,30.51,0.29,6,1,769316258.0,,,
20241230,600036.SH,招商银行,39.62,0.28,5,1,889787666.0,,,
20241230,600519.SH,贵州茅台,1525.0,-3.97,3,1,951983020.0,,,
20241230,600584.SH,长电科技,42.97,2.52,7,1,759667027.0,,,
20241230,601318.SH,中国平安,53.9,0.63,8,1,674273583.0,,,
20241230,601398.SH,工商银行,6.95,0.03,10,1,635986515.0,,,
20241230,601899.SH,紫金矿业,15.54,0.24,4,1,914006411.0,,,
20241230,603986.SH,兆易创新,113.82,1.86,9,1,656966470.0,,,
20241230,688041.SH,海光信息,154.0,-1.05,1,1,1209336637.0,,,
20241230,688256.SH,寒武纪,683.5,31.4,2,1,1043659382.0,,,
