trade_date,ts_code,name,close,change,rank,market_type,amount,net_amount,buy,sell
20240513,000333.SZ,美的集团,72.71,1.1547,2,3,778941008.0,-287405550.0,245767729.0,533173279.0
20240513,000568.SZ,泸州老窖,180.78,-3.2952,10,3,504848366.0,-3742748.0,250552809.0,254295557.0
20240513,000858.SZ,五粮液,151.1,-2.1563,3,3,762388506.0,-57573072.0,352407717.0,409980789.0
20240513,002371.SZ,北方华创,291.6,-2.1312,5,3,678442619.0,286162825.0,482302722.0,196139897.0
20240513,002475.SZ,立讯精密,30.58,3.661,4,3,685019635.0,166812019.0,425915827.0,259103808.0
20240513,300308.SZ,中际旭创,171.55,0.2044,8,3,538092786.0,-156320956.0,190885915.0,347206871.0
20240513,300394.SZ,天孚通信,135.01,-3.7842,6,3,551265239.0,104704997.0,327985118.0,223280121.0
20240513,300502.SZ,新易盛,83.48,-0.4175,7,3,539609113.0,-230335991.0,154636561.0,384972552.0
20240513,300750.SZ,宁德时代,199.35,-2.0393,1,3,1451786461.0,36680983.0,744233722.0,707552739.0
20240513,300760.SZ,迈瑞医疗,306.93,0.7253,9,3,524004821.0,-97819527.0,213092647.0,310912174.0
20240513,600036.SH,招商银行,35.91,0.8141,3,1,822560878.0,117309544.0,469935211.0,352625667.0
20240513,600406.SH,国电南瑞,24.22,3.4601,8,1,721273465.0,-25173575.0,348049945.0,373223520.0
20240513,600519.SH,贵州茅台,1706.0,-1.8965,1,1,1970790801.0,123091357.0,1046941079.0,923849722.0
20240513,600690.SH,海尔智家,32.9,4.8104,4,1,811447879.0,-3470487.0,403988696.0,407459183.0
20240513,600900.SH,长江电力,25.62,0.5495,6,1,739946911.0,-247024867.0,246461022.0,493485889.0
20240513,601138.SH,工业富联,24.0,0.3344,9,1,659054535.0,-122983049.0,268035743.0,391018792.0
20240513,601318.SH,中国平安,42.65,-0.6522,10,1,541071858.0,-74055224.0,233508317.0,307563541.0
20240513,601899.SH,紫金矿业,18.18,-0.3289,7,1,739429556.0,-131802332.0,303813612.0,435615944.0
20240513,601919.SH,中远海控,14.07,5.3933,5,1,755118528.0,-369219640.0,192949444.0,562169084.0
20240513,603259.SH,药明康德,46.19,2.9877,2,1,1373533875.0,-1962195.0,685785840.0,687748035.0
