trade_date,ts_code,name,close,change,rank,market_type,amount,net_amount,buy,sell
20240904,000001.SZ,平安银行,10.02,-0.06,10,3,424545186.0,,,
20240904,000333.SZ,美的集团,65.48,-0.49,5,3,748166331.0,,,
20240904,000858.SZ,五粮液,119.11,-1.21,9,3,445311701.0,,,
20240904,002241.SZ,歌尔股份,19.49,-0.51,8,3,461335295.0,,,
20240904,002475.SZ,立讯精密,37.84,-0.79,4,3,840395117.0,,,
20240904,002594.SZ,比亚迪,250.32,3.24,2,3,1037925368.0,,,
20240904,300308.SZ,中际旭创,101.9,-3.41,3,3,888363194.0,,,
20240904,300502.SZ,新易盛,88.2,-0.21,6,3,574981563.0,,,
20240904,300750.SZ,宁德时代,187.15,1.5,1,3,1331196599.0,,,
20240904,300760.SZ,迈瑞医疗,247.82,0.33,7,3,462801192.0,,,
20240904,600276.SH,恒瑞医药,44.51,-0.07,9,1,425145264.0,,,
20240904,600519.SH,贵州茅台,1400.0,-10.0,2,1,788487605.0,,,
20240904,600690.SH,海尔智家,25.31,0.13,8,1,431411995.0,,,
20240904,600900.SH,长江电力,29.15,0.04,10,1,411888699.0,,,
20240904,601138.SH,工业富联,18.92,-0.52,3,1,743563993.0,,,
20240904,601288.SH,农业银行,4.52,0.04,5,1,646672319.0,,,
20240904,601398.SH,工商银行,5.71,-0.05,4,1,650448208.0,,,
20240904,601857.SH,中国石油,8.25,-0.46,7,1,449193234.0,,,
20240904,601899.SH,紫金矿业,14.68,-0.81,1,1,1304659324.0,,,
20240904,603259.SH,药明康德,39.4,1.01,6,1,452786652.0,,,
