trade_date,ts_code,name,close,change,rank,market_type,amount,net_amount,buy,sell
20240625,000333.SZ,美的集团,65.29,0.6319,8,3,638111216.0,-234909824.0,201600696.0,436510520.0
20240625,000338.SZ,潍柴动力,15.9,4.2623,9,3,576252712.0,54729914.0,315491313.0,260761399.0
20240625,000568.SZ,泸州老窖,150.39,0.5953,10,3,467893498.0,-422964.0,233735267.0,234158231.0
20240625,000858.SZ,五粮液,131.51,0.3663,6,3,775259210.0,28826952.0,402043081.0,373216129.0
20240625,002475.SZ,立讯精密,37.16,-1.9007,2,3,985287355.0,225267543.0,605277449.0,380009906.0
20240625,002594.SZ,比亚迪,254.01,1.6284,1,3,1457394635.0,-522535857.0,467429389.0,989965246.0
20240625,300308.SZ,中际旭创,134.9,-3.7872,5,3,853123760.0,-9196116.0,421963822.0,431159938.0
20240625,300502.SZ,新易盛,105.78,-4.7885,7,3,751834559.0,183702559.0,467768559.0,284066000.0
20240625,300750.SZ,宁德时代,186.32,-0.353,3,3,909359788.0,33277208.0,471318498.0,438041290.0
20240625,300760.SZ,迈瑞医疗,293.2,-0.7246,4,3,875609779.0,-21139365.0,427235207.0,448374572.0
20240625,600036.SH,招商银行,34.3,0.6751,5,1,727944559.0,91019495.0,409482027.0,318462532.0
20240625,600309.SH,万华化学,85.78,1.7798,10,1,539768079.0,45744651.0,292756365.0,247011714.0
20240625,600519.SH,贵州茅台,1486.65,0.684,1,1,3319786113.0,23726969.0,1671756541.0,1648029572.0
20240625,600900.SH,长江电力,28.65,-0.8307,4,1,979643801.0,-49048197.0,465297802.0,514345999.0
20240625,601127.SH,赛力斯,85.71,-9.9968,3,1,1210732824.0,-426477654.0,392127585.0,818605239.0
20240625,601138.SH,工业富联,26.44,-4.029,2,1,1277462964.0,176532020.0,726997492.0,550465472.0
20240625,601318.SH,中国平安,41.55,-0.5981,7,1,606394609.0,-80249795.0,263072407.0,343322202.0
20240625,601899.SH,紫金矿业,17.35,-0.6869,6,1,678175316.0,-24508994.0,326833161.0,351342155.0
20240625,601919.SH,中远海控,15.52,-0.7038,8,1,574318075.0,49670475.0,311994275.0,262323800.0
20240625,603986.SH,兆易创新,89.95,-2.7042,9,1,542867820.0,141170968.0,342019394.0,200848426.0
