trade_date,ts_code,name,close,change,rank,market_type,amount,net_amount,buy,sell
20250123,000063.SZ,中兴通讯,41.1,-1.95,6,3,891805713.0,,,
20250123,000858.SZ,五粮液,128.65,0.88,5,3,906560905.0,,,
20250123,002130.SZ,沃尔核材,27.72,-0.68,8,3,858523129.0,,,
20250123,002371.SZ,北方华创,385.71,0.8,7,3,861910045.0,,,
20250123,002594.SZ,比亚迪,277.11,-5.39,9,3,839559998.0,,,
20250123,300059.SZ,东方财富,23.73,0.06,1,3,2187617917.0,,,
20250123,300308.SZ,中际旭创,127.75,-4.25,4,3,1239292411.0,,,
20250123,300476.SZ,胜宏科技,58.35,-0.15,10,3,778441253.0,,,
20250123,300502.SZ,新易盛,136.7,-4.8,3,3,1289366173.0,,,
20250123,300750.SZ,宁德时代,257.5,-0.5,2,3,1611561807.0,,,
20250123,600030.SH,中信证券,27.45,0.22,3,1,951583568.0,,,
20250123,600036.SH,招商银行,39.83,0.38,8,1,822377641.0,,,
20250123,600183.SH,生益科技,29.96,-0.84,4,1,946613013.0,,,
20250123,600519.SH,贵州茅台,1443.0,2.0,2,1,1207867777.0,,,
20250123,600900.SH,长江电力,28.5,-0.19,9,1,779975790.0,,,
20250123,601138.SH,工业富联,23.0,-0.33,1,1,1817007228.0,,,
20250123,601288.SH,农业银行,5.06,0.13,10,1,742462065.0,,,
20250123,601318.SH,中国平安,50.37,1.42,5,1,911596043.0,,,
20250123,601398.SH,工商银行,6.66,0.22,6,1,875120889.0,,,
20250123,603986.SH,兆易创新,130.47,-5.74,7,1,856579824.0,,,
