trade_date,ts_code,name,close,change,rank,market_type,amount,net_amount,buy,sell
20251027,002371.SZ,北方华创,429.1,14.3,7,3,1580747004.0,,,
20251027,002384.SZ,东山精密,74.47,5.32,8,3,1433512353.0,,,
20251027,002475.SZ,立讯精密,65.4,1.49,4,3,2997983353.0,,,
20251027,300014.SZ,亿纬锂能,76.89,-3.36,9,3,1400845801.0,,,
20251027,300059.SZ,东方财富,26.04,0.14,10,3,1330444606.0,,,
20251027,300274.SZ,阳光电源,166.95,1.95,5,3,2369972725.0,,,
20251027,300308.SZ,中际旭创,508.94,14.94,1,3,4704829351.0,,,
20251027,300476.SZ,胜宏科技,340.32,31.34,6,3,1775343414.0,,,
20251027,300502.SZ,新易盛,403.95,30.98,3,3,3954621530.0,,,
20251027,300750.SZ,宁德时代,386.18,0.41,2,3,4244894494.0,,,
20251027,600030.SH,中信证券,29.99,0.12,5,1,1660296364.0,,,
20251027,600111.SH,北方稀土,53.31,2.12,7,1,1452255376.0,,,
20251027,600519.SH,贵州茅台,1440.41,-9.59,8,1,1319713240.0,,,
20251027,601138.SH,工业富联,72.76,5.51,1,1,3073604285.0,,,
20251027,601899.SH,紫金矿业,31.0,0.97,3,1,2046135713.0,,,
20251027,603259.SH,药明康德,106.64,2.83,4,1,1935354468.0,,,
20251027,603986.SH,兆易创新,243.19,22.11,6,1,1547241851.0,,,
20251027,688008.SH,澜起科技,151.01,4.96,10,1,1314551460.0,,,
20251027,688012.SH,中微公司,295.37,14.01,9,1,1318210373.0,,,
20251027,688256.SH,寒武纪,1530.68,5.68,2,1,2477701552.0,,,
