trade_date,ts_code,name,close,change,rank,market_type,amount,net_amount,buy,sell
20240620,000333.SZ,美的集团,64.47,0.7344,2,3,874627985.0,-411371565.0,231628210.0,642999775.0
20240620,000725.SZ,京东方A,4.03,-1.9465,10,3,376367963.0,-167304353.0,104531805.0,271836158.0
20240620,000858.SZ,五粮液,132.2,-1.505,9,3,452688908.0,-193739388.0,129474760.0,323214148.0
20240620,002371.SZ,北方华创,330.55,0.517,7,3,475675047.0,-18181937.0,228746555.0,246928492.0
20240620,002475.SZ,立讯精密,37.26,-2.1277,3,3,837897785.0,373686035.0,605791910.0,232105875.0
20240620,002594.SZ,比亚迪,251.5,-0.9843,5,3,684801074.0,93975148.0,389388111.0,295412963.0
20240620,300124.SZ,汇川技术,51.69,-3.9219,8,3,460513564.0,-185986124.0,137263720.0,323249844.0
20240620,300308.SZ,中际旭创,144.7,-0.8904,4,3,826843480.0,-19037968.0,403902756.0,422940724.0
20240620,300502.SZ,新易盛,113.1,-1.5923,6,3,678108642.0,65209608.0,371659125.0,306449517.0
20240620,300750.SZ,宁德时代,187.99,-0.5397,1,3,930571818.0,294711298.0,612641558.0,317930260.0
20240620,600036.SH,招商银行,34.01,-0.41,7,1,545337725.0,96410065.0,320873895.0,224463830.0
20240620,600519.SH,贵州茅台,1500.1,-0.06,2,1,854915068.0,-222987462.0,315963803.0,538951265.0
20240620,600887.SH,伊利股份,25.65,-2.5456,6,1,557268888.0,-351087174.0,103090857.0,454178031.0
20240620,601127.SH,赛力斯,101.19,1.0889,4,1,601351364.0,-169283402.0,216033981.0,385317383.0
20240620,601138.SH,工业富联,28.61,0.4917,1,1,975782588.0,-1139666.0,487321461.0,488461127.0
20240620,601318.SH,中国平安,41.51,-1.1667,5,1,577121066.0,108328316.0,342724691.0,234396375.0
20240620,601857.SH,中国石油,10.06,1.7189,8,1,540538733.0,226360443.0,383449588.0,157089145.0
20240620,601899.SH,紫金矿业,17.56,1.3857,9,1,536108303.0,-68934077.0,233587113.0,302521190.0
20240620,601919.SH,中远海控,16.03,4.43,3,1,773084028.0,-109325932.0,331879048.0,441204980.0
20240620,603501.SH,韦尔股份,103.2,-0.2609,10,1,532931117.0,28736191.0,280833654.0,252097463.0
