trade_date,ts_code,name,close,change,rank,market_type,amount,net_amount,buy,sell
20250214,000063.SZ,中兴通讯,39.74,-0.03,8,3,971217907.0,,,
20250214,000858.SZ,五粮液,131.23,-0.28,4,3,1131455708.0,,,
20250214,000977.SZ,浪潮信息,63.27,2.6,9,3,932190738.0,,,
20250214,002050.SZ,三花智控,31.97,-0.43,3,3,1319793878.0,,,
20250214,002230.SZ,科大讯飞,54.58,1.8,10,3,900589184.0,,,
20250214,002371.SZ,北方华创,417.9,8.25,6,3,1027628151.0,,,
20250214,002594.SZ,比亚迪,356.05,14.75,1,3,3226539154.0,,,
20250214,300059.SZ,东方财富,24.22,0.06,5,3,1121241218.0,,,
20250214,300750.SZ,宁德时代,269.71,8.32,2,3,3212064867.0,,,
20250214,301236.SZ,软通动力,70.52,2.06,7,3,999650556.0,,,
20250214,600030.SH,中信证券,28.24,0.12,9,1,870901547.0,,,
20250214,600050.SH,中国联通,5.98,0.48,4,1,1063507951.0,,,
20250214,600309.SH,万华化学,70.46,-2.84,8,1,873179572.0,,,
20250214,600519.SH,贵州茅台,1475.0,9.94,1,1,1518667675.0,,,
20250214,601138.SH,工业富联,22.1,0.31,6,1,899711804.0,,,
20250214,601689.SH,拓普集团,68.72,-0.18,10,1,859280735.0,,,
20250214,603259.SH,药明康德,59.48,2.62,3,1,1100650955.0,,,
20250214,603501.SH,韦尔股份,135.92,-0.13,2,1,1379509226.0,,,
20250214,688008.SH,澜起科技,73.31,3.31,5,1,982060737.0,,,
20250214,688256.SH,寒武纪,625.95,-12.05,7,1,895252760.0,,,
