trade_date,ts_code,name,close,change,rank,market_type,amount,net_amount,buy,sell
20240614,000333.SZ,美的集团,65.61,2.6439,7,3,1085385867.0,-263401939.0,410991964.0,674393903.0
20240614,000858.SZ,五粮液,135.68,0.8323,2,3,1927058758.0,-492309414.0,717374672.0,1209684086.0
20240614,002371.SZ,北方华创,322.8,-1.6453,6,3,1210301622.0,-425172004.0,392564809.0,817736813.0
20240614,002422.SZ,科伦药业,32.36,0.5281,9,3,929502066.0,382784280.0,656143173.0,273358893.0
20240614,002475.SZ,立讯精密,34.35,3.3704,10,3,928671088.0,211593464.0,570132276.0,358538812.0
20240614,002594.SZ,比亚迪,253.05,0.0237,4,3,1632991061.0,530813631.0,1081902346.0,551088715.0
20240614,300308.SZ,中际旭创,138.3,11.8027,3,3,1696940449.0,807347731.0,1252144090.0,444796359.0
20240614,300502.SZ,新易盛,108.5,13.3988,8,3,1085160644.0,527157538.0,806159091.0,279001553.0
20240614,300750.SZ,宁德时代,184.89,-0.1566,1,3,2312973533.0,1207993495.0,1760483514.0,552490019.0
20240614,300760.SZ,迈瑞医疗,299.1,0.9927,5,3,1449049084.0,737132196.0,1093090640.0,355958444.0
20240614,600519.SH,贵州茅台,1555.0,-0.0006,2,1,3470768500.0,97570040.0,1784169270.0,1686599230.0
20240614,600900.SH,长江电力,27.9,-2.7875,1,1,3810018391.0,-1720264739.0,1044876826.0,2765141565.0
20240614,600919.SH,江苏银行,7.4,4.0788,10,1,1045161749.0,616967713.0,831064731.0,214097018.0
20240614,601138.SH,工业富联,27.23,5.1351,8,1,1257148837.0,93773605.0,675461221.0,581687616.0
20240614,601328.SH,交通银行,6.8,-3.4091,3,1,2546401924.0,-1613741392.0,466330266.0,2080071658.0
20240614,601985.SH,中国核电,10.04,-3.7392,7,1,1321258292.0,-909051710.0,206103291.0,1115155001.0
20240614,603259.SH,药明康德,43.7,-2.8889,4,1,2191973874.0,-1624572180.0,283700847.0,1908273027.0
20240614,603501.SH,韦尔股份,102.49,0.1857,6,1,1417473635.0,-165007721.0,626232957.0,791240678.0
20240614,688223.SH,晶科能源,8.27,-5.3776,5,1,1575412637.0,-1368627551.0,103392543.0,1472020094.0
20240614,688525.SH,佰维存储,55.28,-3.5253,9,1,1226613966.0,-949727030.0,138443468.0,1088170498.0
