trade_date,ts_code,name,close,change,rank,market_type,amount,net_amount,buy,sell
20250407,000333.SZ,美的集团,67.18,-6.18,3,3,2479544096.0,,,
20250407,000651.SZ,格力电器,43.3,-2.05,10,3,1029599738.0,,,
20250407,000858.SZ,五粮液,126.78,-5.22,5,3,1893610815.0,,,
20250407,002371.SZ,北方华创,432.8,-7.18,6,3,1773255585.0,,,
20250407,002594.SZ,比亚迪,321.76,-35.75,2,3,3155579681.0,,,
20250407,300059.SZ,东方财富,19.33,-3.12,4,3,1967546085.0,,,
20250407,300124.SZ,汇川技术,62.0,-7.8,8,3,1197939942.0,,,
20250407,300308.SZ,中际旭创,75.1,-18.78,7,3,1266668323.0,,,
20250407,300476.SZ,胜宏科技,63.3,-9.7,9,3,1060141779.0,,,
20250407,300750.SZ,宁德时代,215.22,-27.86,1,3,5197827270.0,,,
20250407,600036.SH,招商银行,40.83,-1.82,2,1,2467604755.0,,,
20250407,600276.SH,恒瑞医药,48.7,-2.34,6,1,1818148828.0,,,
20250407,600519.SH,贵州茅台,1500.0,-68.88,1,1,6048460991.0,,,
20250407,600900.SH,长江电力,28.33,-0.07,3,1,2366346578.0,,,
20250407,601288.SH,农业银行,5.03,-0.19,9,1,1312348542.0,,,
20250407,601318.SH,中国平安,48.56,-2.92,5,1,1827773767.0,,,
20250407,601398.SH,工商银行,6.76,-0.13,8,1,1442922016.0,,,
20250407,601899.SH,紫金矿业,15.41,-1.7,4,1,1939509862.0,,,
20250407,688041.SH,海光信息,136.46,-5.56,10,1,1227011534.0,,,
20250407,688256.SH,寒武纪,565.16,-72.84,7,1,1656417609.0,,,
