trade_date,ts_code,name,close,change,rank,market_type,amount,net_amount,buy,sell
20240611,000333.SZ,美的集团,65.0,-0.2455,3,3,1433416037.0,-725882757.0,353766640.0,1079649397.0
20240611,000568.SZ,泸州老窖,159.41,-4.0739,8,3,659774512.0,-10681154.0,324546679.0,335227833.0
20240611,000651.SZ,格力电器,40.57,-1.2895,9,3,598240385.0,-183090921.0,207574732.0,390665653.0
20240611,000858.SZ,五粮液,138.48,-2.7118,4,3,910754656.0,-236594050.0,337080303.0,573674353.0
20240611,002371.SZ,北方华创,326.81,2.6446,5,3,812041520.0,208791950.0,510416735.0,301624785.0
20240611,002475.SZ,立讯精密,31.78,-1.3043,7,3,700059000.0,-87049638.0,306504681.0,393554319.0
20240611,002594.SZ,比亚迪,244.63,3.8769,2,3,1435284768.0,-127372930.0,653955919.0,781328849.0
20240611,300308.SZ,中际旭创,119.01,-0.4184,6,3,740741211.0,-160533423.0,290103894.0,450637317.0
20240611,300750.SZ,宁德时代,188.77,-2.293,1,3,2787613678.0,-84873234.0,1351370222.0,1436243456.0
20240611,300760.SZ,迈瑞医疗,302.47,0.9007,10,3,499050113.0,17329401.0,258189757.0,240860356.0
20240611,600036.SH,招商银行,33.36,-1.8535,7,1,695662936.0,-193747900.0,250957518.0,444705418.0
20240611,600519.SH,贵州茅台,1569.0,-3.0991,1,1,4311578321.0,-2676842591.0,817367865.0,3494210456.0
20240611,600900.SH,长江电力,28.18,-0.4592,3,1,1256497418.0,284008200.0,770252809.0,486244609.0
20240611,601138.SH,工业富联,24.21,-1.3045,5,1,833357874.0,-93348686.0,370004594.0,463353280.0
20240611,601288.SH,农业银行,4.17,-2.1127,9,1,522862935.0,-259327295.0,131767820.0,391095115.0
20240611,601318.SH,中国平安,41.83,-0.6885,8,1,597184387.0,-296772613.0,150205887.0,446978500.0
20240611,601899.SH,紫金矿业,17.0,-3.1891,4,1,945117978.0,-51777354.0,446670312.0,498447666.0
20240611,601919.SH,中远海控,15.46,-10.0116,2,1,1340546119.0,107373573.0,723959846.0,616586273.0
20240611,601985.SH,中国核电,10.28,-1.1538,10,1,492295675.0,-28087327.0,232104174.0,260191501.0
20240611,603501.SH,韦尔股份,99.99,-0.1498,6,1,724581802.0,-106473234.0,309054284.0,415527518.0
