trade_date,ts_code,name,close,change,rank,market_type,amount,net_amount,buy,sell
20240108,000333.SZ,美的集团,55.0,-1.0791,3,3,702855966.0,223360976.0,463108471.0,239747495.0
20240108,000568.SZ,泸州老窖,160.16,-1.8026,8,3,506349333.0,-74155965.0,216096684.0,290252649.0
20240108,000625.SZ,长安汽车,14.79,-0.6716,4,3,690634536.0,-233310480.0,228662028.0,461972508.0
20240108,000725.SZ,京东方A,3.88,2.3747,6,3,532329463.0,100214131.0,316271797.0,216057666.0
20240108,000858.SZ,五粮液,128.1,-2.3926,5,3,668520945.0,-222169107.0,223175919.0,445345026.0
20240108,002460.SZ,赣锋锂业,42.67,1.6436,7,3,519336473.0,-122024847.0,198655813.0,320680660.0
20240108,002475.SZ,立讯精密,31.33,-3.6,9,3,492123099.0,51779743.0,271951421.0,220171678.0
20240108,002594.SZ,比亚迪,189.4,-1.7023,2,3,766414046.0,-172430318.0,296991864.0,469422182.0
20240108,300750.SZ,宁德时代,150.0,-0.5964,1,3,1050948584.0,-341514076.0,354717254.0,696231330.0
20240108,300760.SZ,迈瑞医疗,279.1,-1.618,10,3,483987773.0,26764107.0,255375940.0,228611833.0
20240108,600036.SH,招商银行,28.13,-0.5656,2,1,712745598.0,-112364802.0,300190398.0,412555200.0
20240108,600519.SH,贵州茅台,1643.99,-1.1645,1,1,1599962917.0,-83497715.0,758232601.0,841730316.0
20240108,600900.SH,长江电力,23.6,-0.5897,3,1,678670408.0,17341216.0,348005812.0,330664596.0
20240108,601012.SH,隆基绿能,21.61,0.139,5,1,616814930.0,-63630072.0,276592429.0,340222501.0
20240108,601127.SH,赛力斯,67.39,-3.9207,9,1,510619096.0,230855560.0,370737328.0,139881768.0
20240108,601288.SH,农业银行,3.72,-0.2681,6,1,553490621.0,-34259171.0,259615725.0,293874896.0
20240108,601318.SH,中国平安,38.45,-1.3344,4,1,631601007.0,-85538939.0,273031034.0,358569973.0
20240108,601398.SH,工商银行,4.88,0.2053,10,1,492030257.0,-77768383.0,207130937.0,284899320.0
20240108,601899.SH,紫金矿业,12.3,-1.3633,8,1,510623327.0,9944393.0,260283860.0,250339467.0
20240108,603259.SH,药明康德,67.46,-0.9543,7,1,513387704.0,54891750.0,284139727.0,229247977.0
